Time,stock_id,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值,交易所主產業代碼,Y_ExpRet
2010-03-01,2362,0.29,1.94,1.09,25.63,4.29,6.81,4.48,2.52,120.09,2.53,21.34,-5.45,14.77,-1.08,6.39,0.27,0.43,7.56,410.38,875.1,295.37,295.37,209.4,4.51,19.31,0.71,96.15,54.81,28.2,71.8,254.55,140.41,2.49,3.96,-463313.0,46.07,12.03,0.5,-444193.0,-8.88,1.73,1.22,4.98,2.11,44187440.0,M2300,-0.14857048565274777
2010-03-01,2363,0.02,0.11,0.05,37.92,-3.52,2.77,2.41,6.3,91.5,1.15,41.44,-32.41,18.53,-0.23,0.86,-0.03,0.02,23.88,53.85,-26.17,-35.69,-35.69,-66.99,26.03,24.86,-0.18,1162.66,1089.24,96.4,3.6,3.73,1340.61,-0.3,0.24,5230877.0,4.86,6.3,0.18,8138.0,29.03,0.18,2.42,1.17,4.0,15520213.0,M2300,-0.263857229644476
2010-03-01,2365,0.51,2.99,2.97,20.5,6.19,6.34,5.41,0.15,143.24,5.38,14.31,-1.53,17.1,-0.13,9.45,0.58,0.59,46.76,40.59,0.43,-11.76,-11.76,-5.18,12.68,11.32,-0.36,248.35,162.75,66.54,33.46,50.29,585.91,5.69,5.83,3492357.0,71.48,6.38,1.45,-53052.0,64.37,2.21,12.65,1.88,0.84,9220167.0,M2300,-0.31111
2010-03-01,2367,-0.32,-1.83,-1.8,6.01,-5.42,-5.69,-5.7,-0.28,52.6,-5.6,11.43,14.99,16.43,1.63,5.24,-0.28,-0.3,6.97,27.3,31.13,37.99,37.99,39.62,-8.06,-1.02,0.42,107.3,81.45,49.51,50.49,101.99,122.54,-2.81,-2.96,347760.0,37.71,4.15,0.62,-325637.0,61.42,1.28,1.19,0.81,0.53,5760539.0,M2300,0.32156351791530957
2010-03-01,2368,0.03,0.16,0.33,11.35,2.7,0.46,0.41,-2.24,131.21,0.87,8.65,7.0,16.4,0.78,6.28,0.17,0.03,9.85,288.75,110.48,114.83,114.83,119.75,-6.71,-3.09,0.48,160.55,127.19,43.63,56.37,129.17,141.87,1.67,0.28,3748052.0,75.82,2.73,0.68,-1308300.0,93.6,1.53,1.35,0.76,0.47,6915476.0,M2300,0.028804966200388193
2010-03-01,2369,0.4,2.39,2.39,18.84,11.21,11.61,9.04,0.41,246.72,9.03,7.64,23.34,16.41,1.24,4.19,0.47,0.51,62.73,291.81,309.79,254.95,254.95,248.11,7.06,12.85,2.86,224.34,203.27,73.53,26.47,35.99,169.92,4.75,4.92,2331449.0,26.41,4.92,0.76,-187104.0,65.55,1.06,1.68,1.08,1.08,6319882.0,M2300,0.32266844700082165
2010-03-01,2371,-0.04,-3.23,-3.85,3.31,-8.71,-6.97,-7.64,1.74,27.55,-9.1,12.03,3.23,6.2,0.64,7.37,-0.64,-0.49,65.17,67.6,77.27,75.16,75.16,69.95,-4.27,0.62,3.49,90.69,57.03,36.02,63.98,177.63,99.67,-6.06,-4.85,-10113614.0,49.23,7.83,0.6,-548544.0,49.35,1.69,1.14,1.3,0.31,42195724.0,M2300,-0.12337822235111928
2010-03-01,2373,0.57,2.92,3.02,38.45,6.52,8.57,6.7,2.04,120.63,6.92,31.88,0.39,19.32,0.04,8.94,0.58,0.78,-2.11,40.63,41.21,47.61,47.61,48.65,4.64,14.27,0.81,150.54,107.93,61.54,38.46,62.48,313.95,5.33,7.0,1690359.0,41.18,6.77,1.06,332764.0,59.37,1.74,5.08,2.27,1.2,13531023.0,M2300,0.16200387293970064
2010-03-01,2374,1.38,6.25,6.18,10.09,6.04,6.56,5.39,0.52,249.18,5.32,4.05,-7.54,22.9,-1.67,25.46,1.54,1.68,114.7,201.37,117.99,129.6,129.6,160.14,73.13,33.6,1.95,175.37,134.33,47.56,52.44,110.24,603.58,15.49,16.82,7283457.0,112.34,6.88,2.27,-1347181.0,15.62,4.64,23.78,2.31,0.54,23094773.0,M2300,-0.18936673934103898
2010-03-01,2375,-0.1,-1.62,-1.63,6.84,-5.04,-5.96,-5.96,-0.92,57.59,-6.0,11.87,-0.89,6.03,-0.03,3.15,-0.16,-0.1,28.61,78.94,77.25,77.24,77.24,77.16,-30.42,-41.78,2.17,139.32,97.35,60.28,39.72,65.9,174.47,-0.84,-0.99,554652.0,54.67,2.73,0.66,-130175.0,81.18,1.09,1.87,0.91,0.81,2004497.0,M2300,0.6158254894034765
2010-03-01,2376,1.37,4.18,3.56,19.07,4.45,7.06,5.96,2.61,130.4,5.08,14.63,17.16,33.18,3.03,23.14,1.03,1.63,22.12,63.68,82.8,99.9,99.9,77.34,8.54,9.24,1.35,233.27,157.22,64.97,35.03,53.92,469.0,10.16,16.14,14987517.0,66.34,11.12,1.81,489762.0,47.24,2.8,12.7,0.93,0.39,19791002.0,M2300,-0.0912023537793728
2010-03-01,2377,0.38,1.57,0.68,12.03,2.04,2.28,1.7,0.24,120.38,0.74,9.99,-2.83,24.0,-0.68,22.03,0.45,0.5,25.57,187.5,182.04,173.88,173.88,130.26,15.2,0.99,1.85,169.36,97.58,49.86,50.14,100.54,394.43,4.49,5.02,17750659.0,118.24,6.94,1.86,-158052.0,47.14,3.7,12.79,0.83,0.24,21274991.0,M2300,-0.2518681228444737
2010-03-01,2379,1.47,4.01,4.0,39.17,11.89,11.78,11.18,-0.11,143.59,11.16,27.28,2.43,37.22,0.29,12.88,1.53,1.54,68.99,100.22,97.73,94.66,94.66,96.02,27.96,12.01,1.55,286.96,233.15,75.14,24.86,33.08,461.45,15.59,15.44,10772188.0,38.78,6.8,1.07,164285.0,39.09,1.44,6.83,2.3,1.79,40874872.0,M2300,-0.38675921518726963
2010-03-01,2380,0.08,0.34,0.33,33.82,3.22,2.43,2.03,-0.8,110.53,1.98,30.6,3.32,18.78,0.1,3.15,0.1,0.08,-9.36,199.33,1746.92,-1.54,-1.54,9.94,-4.28,-3.62,-0.06,439.07,277.33,83.39,16.61,19.91,360.81,1.01,0.76,2360311.0,38.72,4.51,0.56,28308.0,180.34,0.67,2.38,0.81,1.02,3408296.0,M2300,0.5098003317035347
2010-03-01,2382,1.41,4.79,4.47,4.09,2.05,2.79,2.21,0.75,200.22,2.06,2.04,-3.1,29.43,-2.21,66.09,1.35,1.87,52.08,21.61,15.53,19.36,19.36,13.58,20.42,20.95,0.22,123.64,90.7,30.54,69.46,227.39,270.33,13.56,18.52,63595537.0,183.92,6.88,2.63,-1571515.0,16.43,8.66,22.54,2.1,0.25,234671175.0,M2300,-0.09609230538288849
2010-03-01,2383,1.3,8.14,8.18,18.25,10.35,12.49,11.19,2.14,230.92,11.24,7.9,12.93,16.06,2.47,11.0,1.14,1.45,60.07,45.24,90.32,106.96,106.96,108.23,13.27,16.97,1.73,127.56,100.55,41.39,58.61,141.62,149.77,12.02,14.51,1419797.0,119.97,3.27,1.21,354343.0,61.13,2.91,3.58,1.93,0.75,8347153.0,M2300,0.0352564847044925
2010-03-01,2385,1.66,6.77,6.03,16.15,6.62,8.2,6.81,1.58,169.46,6.08,9.53,7.12,24.76,2.33,23.7,1.57,2.06,32.25,31.38,85.4,107.68,107.68,77.91,35.32,46.01,1.36,144.16,99.22,40.46,59.54,147.14,225.78,15.44,19.13,7924465.0,130.41,4.77,1.59,-550493.0,51.21,3.97,6.81,3.67,0.87,49961977.0,M2300,-0.3942521015738466
2010-03-01,2387,1.02,5.26,4.87,17.65,12.47,13.19,10.31,0.72,340.74,9.55,5.18,19.0,18.81,1.96,10.6,1.32,1.37,43.76,60.81,71.98,60.58,60.58,50.15,14.39,10.42,1.29,214.48,172.1,64.43,35.57,55.2,226.79,12.51,13.23,4244978.0,81.71,3.09,1.27,264868.0,79.9,2.04,4.28,1.99,0.95,13463098.0,M2300,-0.18232259402383633
2010-03-01,2388,-1.16,-13.94,-14.24,43.23,-58.07,-57.43,-59.18,0.64,42.68,-60.46,101.3,-13.3,7.2,-1.02,1.35,-0.78,-1.11,1.03,-5.27,-289.01,-262.63,-262.63,-9.88,-8.95,-12.06,-4.73,129.29,98.66,45.27,54.73,120.89,207.31,-11.27,-11.14,1538177.0,32.8,8.72,0.45,5385.0,26.07,0.94,1.74,2.54,2.44,12564890.0,M2300,0.6756756756756757
2010-03-01,2390,-0.19,-1.48,-0.85,30.35,-10.04,-16.4,-16.4,-6.36,75.15,-9.43,40.39,1.47,12.47,0.04,1.14,-0.11,-0.19,1.11,40.64,-69.28,-78.85,-78.85,-75.35,7.24,1.64,-0.43,225.58,159.87,78.27,21.73,27.77,381.23,-1.14,-1.87,722776.0,20.54,3.64,0.28,-30812.0,159.07,0.36,1.31,0.97,2.33,2600676.0,M2300,-0.2522826096205719
2010-03-01,2392,0.1,0.33,0.35,10.37,0.14,1.05,0.74,0.91,101.34,0.79,10.23,5.13,40.5,1.78,18.32,0.03,0.2,11.55,-92.57,-67.55,-67.7,-67.7,-59.68,4.58,1.88,-0.39,119.6,83.25,51.31,48.69,94.9,141.88,0.26,1.96,3100929.0,64.8,4.24,0.9,-825980.0,71.66,1.78,2.28,1.54,0.66,28543063.0,M2300,-0.10236154691849364
2010-03-01,2393,1.3,3.64,4.03,36.21,20.46,18.71,14.75,-1.75,229.94,16.35,15.75,21.91,36.66,4.03,8.82,1.8,1.67,88.21,458.91,157.81,154.04,154.04,408.12,54.47,54.27,1.47,158.85,137.79,60.12,39.88,66.33,244.52,18.06,16.52,4496646.0,32.43,4.11,0.57,-606619.0,23.95,0.99,2.11,2.69,3.14,41287370.0,M2300,-0.18829257890247364
2010-03-01,2395,1.0,3.83,3.51,41.08,13.71,13.99,11.65,0.28,150.11,10.68,27.36,-1.47,26.23,-0.1,8.64,1.18,1.21,21.91,62.3,33.84,33.74,33.74,25.74,13.28,10.45,0.81,247.16,151.16,77.24,22.76,29.46,311.45,11.51,11.75,5110931.0,41.18,6.64,1.02,408256.0,81.86,1.31,4.04,2.66,2.17,34993817.0,M2300,0.32846760892848925
2010-03-01,2397,0.35,1.4,1.45,39.85,15.06,13.06,9.97,-1.99,160.73,10.31,24.79,17.28,25.21,0.47,3.53,0.53,0.46,-17.81,-26.39,-47.68,-50.13,-50.13,-45.66,-5.82,-3.59,-1.25,877.47,752.43,88.79,11.21,12.63,2643.07,5.27,4.58,2528952.0,18.36,6.55,0.5,3300.0,112.01,0.56,14.54,1.53,2.27,4650010.0,M2300,-0.2792777761062165
2010-03-01,2399,0.66,4.25,4.25,16.31,8.61,8.56,6.5,-0.04,211.76,6.5,7.7,-8.3,15.9,-0.93,10.18,0.88,0.87,-6.31,-15.74,-26.77,-24.88,-24.88,-25.54,28.38,14.38,-0.93,214.72,141.76,58.48,41.52,70.99,1685.84,8.76,8.72,2284810.0,87.2,6.57,1.54,15054.0,27.85,2.62,43.07,1.46,0.55,4131920.0,M2300,-0.3060327631022185
2010-03-01,2401,0.52,2.52,1.13,37.23,6.65,12.12,10.79,5.48,121.71,4.85,30.59,7.87,21.11,0.55,5.19,0.35,0.63,14.1,152.82,191.29,170.47,170.47,130.81,1.35,9.67,4.0,258.46,214.9,71.01,28.99,40.82,1191.07,3.43,6.26,6625876.0,27.42,5.41,0.65,462070.0,71.22,0.93,10.16,1.37,0.94,17190979.0,M2300,-0.35489420264923444
2010-03-01,2402,-0.18,-1.1,-1.09,4.29,-4.39,-3.94,-4.2,0.45,49.39,-4.16,8.68,4.06,18.59,0.48,4.93,-0.22,-0.2,-22.15,-410.35,-235.45,-287.19,-287.19,-236.15,-1.52,0.65,-1.18,135.68,106.46,61.42,38.58,62.82,136.2,-2.14,-1.92,1329971.0,43.93,3.23,0.65,248270.0,60.5,1.05,1.41,1.03,0.83,6063926.0,M2300,0.01105086377861575
2010-03-01,2404,0.81,4.65,4.6,26.0,18.5,19.29,15.38,0.8,346.65,15.22,7.5,-2.63,17.95,-0.4,5.24,0.97,1.03,5.31,213.31,130.0,155.33,155.33,155.71,-5.62,6.69,1.34,194.88,146.21,53.52,46.48,86.84,1115.81,9.4,9.81,3439940.0,55.96,5.15,0.65,-59647.0,74.39,1.21,13.95,1.8,1.88,7745571.0,M2300,0.3295441619991384
2010-03-01,2405,-0.4,-3.37,-3.53,12.8,-18.28,-17.24,-16.4,1.04,41.19,-17.2,31.09,-22.9,11.71,-0.95,2.08,-0.38,-0.42,88.21,-1155.75,-1667.63,-1722.49,-1722.49,-2128.94,74.39,40.1,-2.67,282.57,195.21,73.68,26.32,35.72,375.38,-4.44,-4.19,2276738.0,39.95,9.81,0.66,-18287.0,37.03,0.82,3.15,2.45,4.16,8671935.0,M2300,-0.4179350655766987
2010-03-01,2406,0.24,3.17,3.19,28.67,18.96,16.81,11.87,-2.15,295.37,11.96,9.71,27.47,13.25,1.12,3.17,0.6,0.63,76.26,244.67,380.68,239.49,239.49,257.01,31.81,75.02,1.44,274.15,197.87,68.71,31.29,45.54,215.52,6.58,5.83,1513715.0,29.39,5.61,0.67,49051.0,94.45,1.07,1.81,3.57,4.28,10655696.0,M2300,0.08008699758561733
2010-03-01,2408,-0.48,-4.42,-4.45,1.95,-8.42,-11.39,-11.41,-2.97,18.79,-11.47,10.37,7.1,10.55,0.99,3.54,-0.3,-0.48,133.69,85.76,84.56,84.54,84.54,84.51,16.96,103.57,6.79,51.53,32.56,28.23,71.77,254.22,110.21,-3.5,-4.73,-22922587.0,51.03,5.13,0.44,5893791.0,64.66,1.55,0.81,2.88,2.04,103893367.0,M2300,-0.5016243600753596
2010-03-01,2409,0.8,2.61,2.39,12.79,7.29,6.88,6.52,-0.41,232.39,5.98,5.5,6.26,30.35,1.45,12.64,0.92,0.87,119.87,140.2,136.52,135.98,135.98,134.05,15.18,0.68,4.95,105.67,77.5,44.3,55.7,125.76,109.37,9.21,8.69,11551787.0,41.54,6.78,0.71,-10621833.0,7.18,1.6,1.15,1.19,0.76,318656325.0,M2300,-0.29298342416157097
2010-03-01,2412,1.24,3.19,3.16,43.99,29.98,30.72,24.74,0.74,314.11,24.53,14.0,32.49,39.92,1.62,6.4,1.92,1.57,1.01,5.31,6.43,11.7,11.7,7.46,-0.44,0.0,0.35,236.86,210.21,86.97,13.03,14.98,126.0,15.34,15.72,66103586.0,4.36,17.16,0.44,5484035.0,13.61,0.52,0.64,1.56,3.03,602171777.0,M2300,0.4798054131617677
2010-03-01,2413,0.2,1.29,1.29,20.42,6.11,4.33,3.2,-1.78,142.7,3.2,14.31,6.12,15.88,0.78,6.34,0.39,0.27,11.96,1940.07,145.76,90.35,90.35,82.65,-8.68,-4.8,0.32,130.88,73.47,48.6,51.4,105.77,205.14,3.78,2.68,510300.0,64.92,5.2,0.77,130498.0,104.77,1.61,2.58,1.3,0.79,2678103.0,M2300,-0.17892147787680834
2010-03-01,2414,0.39,2.29,2.25,9.25,2.07,2.16,1.75,0.09,128.8,1.73,7.18,13.09,15.4,1.96,24.06,0.5,0.52,31.24,12.23,10.23,25.92,25.92,21.04,17.98,-7.5,0.21,177.35,125.41,54.05,45.95,85.0,287.5,4.9,5.12,1869509.0,122.71,5.87,2.72,56329.0,61.4,5.22,14.5,1.39,0.22,3450006.0,M2300,-0.20432853060976353
2010-03-01,2415,0.07,-0.07,-0.2,27.14,-0.84,1.14,-0.26,1.98,97.0,-0.79,27.98,-12.94,14.14,-1.7,4.97,-0.04,0.06,72.31,95.6,106.24,97.71,97.71,93.17,-0.74,1.05,1.08,142.23,97.5,39.04,60.96,156.13,164.75,-0.41,0.56,453330.0,24.33,10.77,0.39,213860.0,100.57,1.01,0.93,0.93,0.65,1067989.0,M2300,-0.030887938843947138
2010-03-01,2417,2.53,11.46,3.43,49.93,17.18,42.81,37.93,25.63,152.46,11.34,32.75,19.28,22.09,1.63,7.07,1.21,3.11,38.27,57.5,258.82,230.18,230.18,-1.8,35.71,34.24,6.69,307.26,256.75,75.37,24.63,32.67,436.89,12.15,30.27,3843770.0,30.2,8.35,0.92,-138936.0,15.05,1.21,5.01,2.05,1.87,10007193.0,M2300,-0.18058833923061923
2010-03-01,2419,0.31,2.23,2.23,21.47,4.24,3.83,3.81,-0.41,124.62,3.81,17.23,-1.13,14.11,-0.13,6.89,0.29,0.31,34.59,47.9,28.09,28.18,28.18,31.67,6.48,7.83,0.13,153.26,104.58,49.87,50.13,100.52,319.23,3.31,2.99,821867.0,84.98,4.41,1.18,34124.0,41.03,2.34,6.28,1.56,0.71,3039369.0,M2300,-0.002308031182363224
2010-03-01,2420,0.66,4.76,4.84,33.9,14.3,14.89,12.14,0.59,172.93,12.34,19.6,-14.03,14.35,-1.12,5.55,0.79,0.83,42.69,3093.43,263.77,349.53,349.53,328.55,20.11,4.7,2.4,217.98,164.13,62.6,37.4,59.74,289.09,7.76,8.08,1442923.0,50.53,5.9,1.0,-17281.0,5.92,1.57,4.35,1.89,1.38,4133073.0,M2300,-0.0939242494695588
2010-03-01,2421,0.59,4.13,4.1,28.99,11.14,10.47,8.27,-0.67,162.43,8.2,17.85,11.26,14.58,1.04,7.23,0.81,0.76,40.36,245.86,240.99,264.09,264.09,274.51,17.08,12.01,3.85,176.29,140.76,59.86,40.14,67.06,203.93,8.05,7.57,1825040.0,70.87,3.83,1.19,32519.0,44.64,2.0,3.88,1.99,1.05,7479941.0,M2300,-0.13588938503380665
2010-03-01,2423,0.62,4.03,4.05,48.62,14.54,15.35,14.63,0.8,142.68,14.69,34.08,6.25,14.94,0.24,3.86,0.56,0.62,37.35,240.23,171.71,216.85,216.85,217.6,1.88,2.44,1.88,244.26,134.75,68.38,31.62,46.25,192.15,5.89,6.21,565550.0,39.87,7.49,0.74,1001.0,149.65,1.1,1.84,1.79,1.69,2696587.0,M2300,-0.14652068942653096
2010-03-01,2424,-0.03,-0.39,0.1,27.99,-1.03,-4.31,-4.31,-3.28,96.45,1.08,29.02,28.03,7.78,0.55,0.71,-0.01,-0.03,-30.03,-123.69,-145.03,-168.09,-168.09,-82.96,-11.56,-20.2,-1.4,72.81,13.04,79.08,20.92,26.45,94.88,-0.07,-0.31,-21530.0,12.92,44.37,0.3,-12308.0,24.57,0.37,0.34,2.21,11.79,688000.0,M2300,-0.05143072676462013
2010-03-01,2425,0.06,0.56,0.56,4.65,0.43,0.51,0.51,0.07,110.31,0.51,4.21,-23.67,10.99,-2.56,10.77,0.05,0.06,218.76,55.97,-48.78,-48.78,-48.78,-48.78,83.84,39.62,-0.15,178.42,79.16,53.1,46.9,88.31,505.36,0.47,0.54,679941.0,128.16,7.05,2.27,-218646.0,76.95,4.42,19.53,1.85,0.53,1813846.0,M2300,-0.5084155513576621
2010-03-01,2426,0.06,0.21,0.63,12.09,3.02,1.9,0.84,-1.12,133.26,2.59,9.07,15.27,12.75,0.85,3.36,0.1,0.07,81.32,120.5,113.67,107.82,107.82,121.68,23.47,21.54,1.91,226.13,138.87,67.12,32.88,48.98,286.74,1.01,0.63,2326669.0,51.41,3.55,0.67,-90005.0,149.56,0.98,2.67,2.23,2.3,9442236.0,M2300,-0.1979008884162129
2010-03-01,2427,0.05,0.39,0.46,37.88,2.51,2.54,2.23,0.03,107.09,2.65,35.37,-1.61,10.71,-0.05,1.91,0.05,0.05,0.35,124.65,1852.75,1040.28,1040.28,1761.9,-6.26,-6.28,0.21,322.01,185.73,73.6,26.4,35.86,310.65,0.48,0.48,1363502.0,50.87,2.95,0.5,-15335.0,239.37,0.69,2.14,0.9,0.91,1830821.0,M2300,0.3830899954711122
2010-03-01,2428,1.04,4.58,4.45,33.09,19.98,19.47,14.82,-0.52,252.44,14.38,13.11,15.83,22.47,1.0,7.21,1.44,1.4,59.64,222.95,167.12,218.46,218.46,230.15,19.16,26.81,2.19,334.49,266.15,75.26,24.74,32.87,254.99,14.41,14.04,1886805.0,52.03,3.28,0.92,26409.0,133.62,1.24,3.07,2.45,2.0,7016130.0,M2300,-0.10988958807786764
2010-03-01,2429,-0.22,-6.88,-7.16,2.91,-10.08,-10.09,-10.09,-0.02,22.4,-10.5,12.98,11.47,3.96,0.32,1.56,-0.16,-0.22,-11.4,-216.68,-186.32,-186.32,-186.32,-189.93,-2.2,418.22,-5.58,109.83,81.52,59.3,40.7,68.64,155.32,-1.57,-1.58,25426.0,40.74,6.17,0.94,-454175.0,10.99,2.73,2.59,5.56,3.56,2860000.0,M2300,-0.5326823427808747
2010-03-01,2430,2.29,10.44,10.04,16.75,4.89,5.06,4.08,0.17,141.29,3.92,11.86,7.62,23.06,3.68,42.31,2.07,2.84,-36.95,-9.86,-23.99,-18.15,-18.15,-18.39,-54.99,-62.95,-3.13,105.02,54.49,32.15,67.85,211.02,136.78,27.01,27.94,306002.0,100.19,271.29,3.23,-56928.0,-24.33,10.24,13.06,2.51,0.2,7292950.0,M2300,0.20625497362657486
2010-03-01,2431,0.34,2.18,2.17,11.95,4.18,5.18,4.01,1.0,153.91,4.17,7.76,-1.64,16.38,-0.19,7.9,0.33,0.44,11.02,1.14,14.13,-0.96,3.67,-16.25,16.15,12.35,0.05,202.82,132.18,57.97,42.03,72.51,607.51,3.54,4.38,1158793.0,91.99,4.83,1.24,-729.0,54.85,2.08,12.83,1.48,0.69,2373032.0,M2300,-0.391665935437324
2010-03-01,2433,0.44,2.08,2.57,48.43,20.11,17.89,13.98,-2.22,171.04,17.21,28.31,5.0,21.91,0.65,3.14,0.63,0.56,-12.63,-8.99,-0.84,3.24,3.24,-1.34,15.42,27.84,0.18,93.07,83.69,54.95,45.05,81.97,273.14,6.31,5.62,-129454.0,15.42,5.61,0.32,-93020.0,59.79,0.6,1.3,1.08,1.93,3417330.0,M2300,0.25691454843895123
2010-03-01,2434,0.01,0.11,0.11,22.04,9.61,5.9,0.78,-3.71,177.36,0.78,12.42,-1.3,10.64,-0.04,1.45,0.14,0.09,39.76,138.81,130.08,104.4,104.4,104.47,3.75,21.93,1.64,217.31,110.85,65.65,34.35,52.32,161.21,1.39,0.85,418229.0,44.94,2.64,0.35,12224.0,279.82,0.54,0.76,2.01,3.5,2555160.0,M2300,-0.24832250201773898
2010-03-01,2438,-0.01,1.03,-9.07,7.59,-27.59,4.27,3.26,31.85,21.58,-28.73,35.18,1.46,1.11,0.05,1.09,-0.3,0.02,-58.75,78.25,101.62,101.32,101.32,88.0,-72.64,-71.97,9.66,34.9,25.87,20.16,79.84,396.0,110.32,-1.04,0.16,-714001.0,30.08,4.16,0.22,-28234.0,-194.58,1.26,0.49,1.11,0.58,369200.0,M2300,2.20627195183141
2010-03-01,2439,0.94,3.27,2.54,21.94,9.71,10.5,8.4,0.79,179.46,6.52,12.22,0.27,29.14,0.05,11.21,1.09,1.18,50.85,670.04,966.4,2148.61,2148.61,2349.7,12.16,3.45,1.84,190.89,137.86,61.05,38.95,63.81,301.46,10.81,11.68,2582304.0,53.69,4.41,0.93,-64049.0,42.12,1.56,4.45,2.14,1.35,9847609.0,M2300,-0.260449694402094
2010-03-01,2440,0.13,1.2,1.24,14.8,3.67,3.38,3.38,-0.3,133.01,3.48,11.13,-1.93,10.94,-0.13,4.2,0.15,0.14,34.71,-10.38,-45.08,-45.08,-45.08,-43.46,6.73,3.09,-0.7,165.52,119.95,60.54,39.46,65.19,262.13,1.54,1.42,605329.0,61.05,3.28,0.88,31435.0,80.51,1.43,3.45,1.09,0.75,1662448.0,M2300,-0.30947235253808447
2010-03-01,2441,0.9,4.59,4.54,22.19,18.54,19.24,17.94,0.7,607.82,17.74,3.65,24.36,20.02,0.84,4.9,0.91,0.96,100.08,519.14,450.33,528.77,528.77,531.37,16.71,11.04,3.62,354.13,297.43,85.12,14.88,17.48,191.76,9.28,9.64,4724391.0,31.43,4.74,0.86,-239174.0,68.15,1.02,1.93,1.63,1.77,17694035.0,M2300,-0.19393826112300894
2010-03-01,2442,0.03,0.18,0.24,7.79,0.11,0.2,0.19,0.09,101.45,0.25,7.68,-20.69,10.38,-3.08,10.39,0.01,0.02,-4.63,-95.37,-95.8,-95.9,-95.9,-94.45,-0.46,13.94,-1.56,157.55,59.82,41.95,58.05,138.36,949.1,0.12,0.21,1397603.0,63.56,6.26,1.58,-1174148.0,26.56,3.85,10.29,1.72,0.32,2916690.0,M2300,-0.2960915231303305
2010-03-01,2443,-0.02,-0.35,-0.29,18.35,2.86,-0.57,-1.48,-3.43,118.46,-1.22,15.49,2.33,10.23,0.09,2.75,0.08,-0.02,-18.36,11.65,-108.91,-133.3,-133.3,-127.49,-10.84,0.3,-1.88,183.98,136.17,73.35,26.65,36.34,140.62,0.79,-0.16,1100720.0,21.85,7.91,0.69,-51010.0,67.0,0.95,1.26,0.82,0.67,2959749.0,M2300,-0.5111131458973889
2010-03-01,2449,0.23,1.09,1.08,17.88,7.42,7.68,5.83,0.26,170.89,5.79,10.46,40.01,16.73,1.64,3.25,0.24,0.25,124.58,125.97,125.93,118.75,118.75,118.46,-3.91,2.2,4.0,239.46,221.71,55.72,44.28,79.48,145.72,2.38,2.47,6957400.0,20.62,3.94,0.41,433715.0,89.38,0.75,0.68,0.95,1.3,19270584.0,M2300,0.01250254050049504
2010-03-01,2450,1.18,6.65,6.64,17.9,6.56,7.38,5.97,0.81,157.88,5.97,11.34,-42.78,18.34,-3.63,19.43,1.27,1.45,-2.05,-5.12,-2.1,4.45,4.45,4.05,-1.57,2.22,0.18,247.32,171.9,67.74,32.26,47.63,658.72,12.87,14.47,3115894.0,72.66,14.16,2.93,-6250.0,31.79,4.45,28.13,2.7,0.67,12330936.0,M2300,0.5575748323335898
2010-03-01,2453,0.06,0.35,0.35,18.79,-0.74,0.95,0.7,1.69,96.2,0.7,19.54,38.09,15.53,2.29,7.85,-0.06,0.07,25.89,81.41,133.01,123.53,123.53,123.53,4.89,3.65,1.11,268.58,132.01,68.56,31.44,45.86,319.39,-0.58,0.74,1014554.0,57.55,5.07,1.25,-5795.0,76.14,2.0,6.31,1.14,0.54,1775000.0,M2300,-0.3267010871846535
2010-03-01,2454,10.29,9.74,9.73,56.71,33.83,34.8,34.02,0.97,247.81,34.01,22.89,40.18,110.57,11.69,29.95,10.13,10.52,36.81,67.39,64.81,58.97,58.97,53.22,34.93,33.61,2.86,401.99,371.7,78.99,21.01,26.6,1692.99,101.49,104.42,95066449.0,13.48,17.08,0.9,879882.0,0.81,1.14,18.75,5.02,4.83,600655018.0,M2300,-0.4028276963124543
2010-03-01,2455,0.69,3.45,3.45,37.06,28.35,27.72,24.36,-0.63,425.44,24.35,8.71,-7.62,20.37,-0.17,2.22,0.63,0.78,78.5,2494.47,779.51,550.89,550.89,691.37,68.45,86.8,2.5,679.16,619.62,79.24,20.76,26.2,235.54,7.88,7.71,1814956.0,20.45,3.71,0.44,-58623.0,79.04,0.57,1.14,4.3,7.04,12188750.0,M2300,-0.1348322653904488
2010-03-01,2456,0.71,4.72,4.06,25.27,14.64,18.56,16.51,3.92,237.71,14.19,10.63,17.68,15.51,0.84,4.25,0.62,0.8,58.56,7784.94,1204.96,1080.39,1080.39,1967.04,2.9,7.55,2.95,273.45,191.46,65.27,34.73,53.2,180.86,6.12,7.75,1247945.0,53.95,3.51,0.74,1162.0,101.71,1.14,1.68,1.98,2.03,4680270.0,M2300,-0.07263630694200163
