證券代碼,簡稱,年月日,收盤價(元)
1219,福壽,20090105,7.537
1236,宏亞,20090105,12.0162
1301,台塑,20090105,41.0302
1303,南亞,20090105,34.1409
1304,台聚,20090105,9.7936
1305,華夏,20090105,7.4352
1307,三芳,20090105,16.7148
1308,亞聚,20090105,13.9367
1309,台達化,20090105,5.0957
1310,台苯,20090105,6.7513
1312,國喬,20090105,3.234
1313,聯成,20090105,9.4904
1314,中石化,20090105,6.225
1315,達新,20090105,14.6958
1316,上曜,20090105,3.6542
1220,台榮,20090105,4.9378
1225,福懋油,20090105,6.7465
1227,佳格,20090105,20.7533
1229,聯華,20090105,11.3731
1231,聯華食,20090105,8.0994
1232,大統益,20090105,23.8717
1233,天仁,20090105,24.4333
1234,黑松,20090105,9.4065
1235,興泰,20090105,28.7699
1101,台泥,20090105,24.9147
1102,亞泥,20090105,26.3728
1103,嘉泥,20090105,12.0876
1104,環泥,20090105,12.2462
1108,幸福,20090105,5.9632
1109,信大,20090105,7.6077
1110,東泥,20090105,9.1542
1201,味全,20090105,20.5047
1203,味王,20090105,11.8223
1210,大成,20090105,24.8315
1213,大飲,20090105,6.4259
1215,卜蜂,20090105,10.8629
1216,統一,20090105,27.3475
1217,愛之味,20090105,6.7628
1218,泰山,20090105,7.4834
1319,東陽,20090105,10.8367
1442,名軒,20090105,9.5872
1443,立益,20090105,3.5495
1321,大洋,20090105,10.1
1323,永裕,20090105,8.8108
1324,地球,20090105,8.3774
1325,恒大,20090105,9.0323
1326,台化,20090105,38.0871
1402,遠東新,20090105,21.1544
1409,新纖,20090105,4.3067
1410,南染,20090105,9.0075
1413,宏洲,20090105,2.9299
1414,東和,20090105,1.9931
1416,廣豐,20090105,3.703
1417,嘉裕,20090105,3.9987
1418,東華,20090105,5.2363
1419,新紡,20090105,13.4831
1423,利華,20090105,3.905
1432,大魯閣,20090105,1.0831
1434,福懋,20090105,16.1069
1435,中福,20090105,2
1436,華友聯,20090105,6.777
1437,勤益控,20090105,7.704
1438,三地開發,20090105,1.84
1439,中和,20090105,9.3575
1440,南紡,20090105,6.5023
1441,大東,20090105,2.7527
1444,力麗,20090105,2.399
1475,業旺,20090105,4.7938
1476,儒鴻,20090105,9.1975
1477,聚陽,20090105,22.9777
1503,士電,20090105,29.8806
1445,大宇,20090105,4.2975
1446,宏和,20090105,6.1128
1447,力鵬,20090105,2.1888
1449,佳和,20090105,1.866
1451,年興,20090105,8.9398
1452,宏益,20090105,5.7354
1453,大將,20090105,6.8166
1454,台富,20090105,4.1644
1455,集盛,20090105,3.0162
1456,怡華,20090105,11.3605
1457,宜進,20090105,3.3333
1459,聯發,20090105,3.6586
1460,宏遠,20090105,3.5197
1463,強盛,20090105,2.3966
1464,得力,20090105,4.5605
1465,偉全,20090105,7.2579
1466,聚隆,20090105,2.2289
1467,南緯,20090105,4.4092
1468,昶和,20090105,9.99
1470,大統新創,20090105,9.1031
1471,首利,20090105,12.8845
1472,三洋紡,20090105,5.3233
1473,台南,20090105,16.7339
1474,弘裕,20090105,2.51
1504,東元,20090105,6.5925
1506,正道,20090105,12.2966
1507,永大,20090105,12.3128
1512,瑞利,20090105,4.6568
1513,中興電,20090105,15.0296
1514,亞力,20090105,4.6897
1515,力山,20090105,3.0332
1516,川飛,20090105,16.3053
1517,利奇,20090105,7.9355
1519,華城,20090105,28.6025
1521,大億,20090105,9.2857
1522,堤維西,20090105,9.73
1524,耿鼎,20090105,6.7151
1525,江申,20090105,11.4088
1526,日馳,20090105,5.0247
1527,鑽全,20090105,15.4194
1528,恩德,20090105,6.7617
1529,樂士,20090105,1.8836
1530,亞崴,20090105,22.097
1531,高林股,20090105,10.9503
1532,勤美,20090105,17.0111
1533,車王電,20090105,8.9498
1535,中宇,20090105,27.6082
1536,和大,20090105,10.004
1537,廣隆,20090105,13.3933
1538,正峰,20090105,57.9006
1539,巨庭,20090105,4.4231
1540,喬福,20090105,15.2622
1541,錩泰,20090105,4.7761
1558,伸興,20090105,18.9212
1560,中砂,20090105,12.2598
1582,信錦,20090105,43.169
1583,程泰,20090105,20.7719
1603,華電,20090105,5.1199
1604,聲寶,20090105,3.8053
1605,華新,20090105,6.3921
1608,華榮,20090105,4.7721
1609,大亞,20090105,5.4298
1611,中電,20090105,9.9609
1612,宏泰,20090105,8.4994
1614,三洋電,20090105,17.5077
1615,大山,20090105,6.8217
1616,億泰,20090105,4.33
1617,榮星,20090105,4.8252
1733,五鼎,20090105,45.637
1710,東聯,20090105,13.8973
1711,永光,20090105,9.6804
1712,興農,20090105,8.0263
1713,國化,20090105,7.188
1714,和桐,20090105,4.1815
1805,寶徠,20090105,4.0563
1806,冠軍,20090105,7.2285
1808,潤隆,20090105,12.0811
1809,中釉,20090105,6.7775
1810,和成,20090105,5.2947
1903,士紙,20090105,19.65
1904,正隆,20090105,6.4688
1905,華紙,20090105,7.0044
1906,寶隆,20090105,3.5198
1907,永豐餘,20090105,6.781
1909,榮成,20090105,6.0702
1717,長興,20090105,15.5388
1718,中纖,20090105,3.4901
1720,生達,20090105,19.7341
1721,三晃,20090105,5.8752
1722,台肥,20090105,52.9696
1723,中碳,20090105,48.381
1724,台硝,20090105,6.6731
1725,元禎,20090105,16.161
1726,永記,20090105,27.9978
1727,中華化,20090105,13.2134
2017,官田鋼,20090105,4.7027
2020,美亞,20090105,11.4569
2022,聚亨,20090105,7.242
2023,燁輝,20090105,6.1883
2024,志聯,20090105,5.0253
2025,千興,20090105,3.65
2027,大成鋼,20090105,12.2297
2028,威致,20090105,8.7333
2029,盛餘,20090105,19.2861
2030,彰源,20090105,7.6944
2031,新光鋼,20090105,14.215
2032,新鋼,20090105,7.3422
2033,佳大,20090105,46.1794
2034,允強,20090105,12.7942
1730,花仙子,20090105,7.8811
1731,美吾華,20090105,13.4492
1732,毛寶,20090105,8.2084
1618,合機,20090105,4.8771
1701,中化,20090105,13.301
1702,南僑,20090105,3.4666
2104,國際中橡,20090105,31.687
2105,正新,20090105,26.9716
2106,建大,20090105,13.576
2107,厚生,20090105,11.6114
2108,南帝,20090105,16.0557
2109,華豐,20090105,9.6789
2114,鑫永銓,20090105,19.0159
2201,裕隆,20090105,22.6492
2204,中華,20090105,10.6729
2206,三陽工業,20090105,6.0537
2207,和泰車,20090105,50.4379
2208,台船,20090105,15.4353
2227,裕日車,20090105,20.3347
2301,光寶科,20090105,20.6272
2302,麗正,20090105,1.8723
2303,聯電,20090105,7.5001
1707,葡萄王,20090105,14.5559
1708,東鹼,20090105,23.1373
1709,和益,20090105,9.7022
1735,日勝化,20090105,6.3335
1736,喬山,20090105,21.7542
1737,臺鹽,20090105,12.6823
1802,台玻,20090105,14.7955
2002,中鋼,20090105,23.6154
2006,東和鋼鐵,20090105,21.0611
2007,燁興,20090105,3.316
2008,高興昌,20090105,5.3379
2009,第一銅,20090105,4.6313
2010,春源,20090105,9.294
2012,春雨,20090105,7.3171
2013,中鋼構,20090105,13.135
2014,中鴻,20090105,9.9487
2337,旺宏,20090105,8.4494
2338,光罩,20090105,5.3171
2340,光磊,20090105,8.6182
2342,茂矽,20090105,63.2546
2344,華邦電,20090105,3.1168
2345,智邦,20090105,8.3451
2347,聯強,20090105,32.3183
2015,豐興,20090105,32.2332
2038,海光,20090105,16.5414
2059,川湖,20090105,86.7923
2062,橋椿,20090105,19.6748
2101,南港,20090105,14.2896
1734,杏輝,20090105,20.3446
2102,泰豐,20090105,7.7263
2103,台橡,20090105,24.3787
2314,台揚,20090105,35.8464
2316,楠梓電,20090105,4.1542
2317,鴻海,20090105,65.2459
2321,東訊,20090105,39.1563
2323,中環,20090105,5.356
2324,仁寶,20090105,16.2898
2327,國巨,20090105,4.1901
2328,廣宇,20090105,23.295
2329,華泰,20090105,2.85
2368,金像電,20090105,6.9454
2369,菱生,20090105,4.1774
2371,大同,20090105,14.596
2373,震旦行,20090105,21.0714
2374,佳能,20090105,20.8457
2375,凱美,20090105,3.3786
2330,台積電,20090105,45.8365
2331,精英,20090105,3.8025
2332,友訊,20090105,16.1501
2305,全友,20090105,2.43
2308,台達電,20090105,64.9265
2312,金寶,20090105,5.9743
2313,華通,20090105,4.3623
2358,廷鑫,20090105,2.7822
2359,所羅門,20090105,6.364
2360,致茂,20090105,21.102
2362,藍天,20090105,26.845
2363,矽統,20090105,4.1678
2364,倫飛,20090105,5.2548
2365,昆盈,20090105,15.9048
2367,燿華,20090105,7.8399
2348,海悅,20090105,29.1387
2349,錸德,20090105,8.4541
2351,順德,20090105,10.5787
2352,佳世達,20090105,6.3523
2353,宏碁,20090105,31.0571
2354,鴻準,20090105,78.5612
2355,敬鵬,20090105,9.6805
2356,英業達,20090105,9.0542
2357,華碩,20090105,36.502
2388,威盛,20090105,16.02
2390,云辰,20090105,4.9641
2392,正崴,20090105,35.4391
2393,億光,20090105,43.2333
2395,研華,20090105,41.6792
2397,友通,20090105,38.959
2399,映泰,20090105,5.5048
2401,凌陽,20090105,13.0732
2376,技嘉,20090105,12.1269
2377,微星,20090105,15.549
2379,瑞昱,20090105,32.874
2380,虹光,20090105,9.0548
2402,毅嘉,20090105,6.7762
2404,漢唐,20090105,10.55
2405,浩鑫,20090105,6.1708
2406,國碩,20090105,2.7629
2382,廣達,20090105,33.7033
2383,台光電,20090105,2.8095
2385,群光,20090105,31.1455
2387,精元,20090105,15.6245
2415,錩新,20090105,7.9684
2417,圓剛,20090105,23.3179
2419,仲琦,20090105,5.8841
2420,新巨,20090105,8.5306
2421,建準,20090105,16.9333
2423,固緯,20090105,11.9272
2424,隴華,20090105,15.4316
2425,承啟,20090105,2.9442
2453,凌群,20090105,5.8651
2454,聯發科,20090105,160.799
2455,全新,20090105,12.0126
2456,奇力新,20090105,7.0584
2457,飛宏,20090105,5.5174
2458,義隆,20090105,23.3834
2459,敦吉,20090105,10.2148
2460,建通,20090105,10.93
2461,光群雷,20090105,9.9877
2462,良得電,20090105,5.4347
2426,鼎元,20090105,9.8793
2427,三商電,20090105,6.4181
2428,興勤,20090105,12.1496
2429,銘旺科,20090105,25.3498
2468,華經,20090105,6.3483
2471,資通,20090105,4.1275
2472,立隆電,20090105,6.2223
2474,可成,20090105,55.347
2476,鉅祥,20090105,11.9942
2477,美隆電,20090105,6.6238
2478,大毅,20090105,13.7258
2480,敦陽科,20090105,9.8104
2481,強茂,20090105,11.7038
2482,連宇,20090105,13.225
2483,百容,20090105,8.3603
2484,希華,20090105,8.6481
2485,兆赫,20090105,25.5112
2486,一詮,20090105,12.1964
2488,漢平,20090105,10.7172
2489,瑞軒,20090105,5.1674
2492,華新科,20090105,6.3741
2493,揚博,20090105,6.5171
2430,燦坤,20090105,5.6566
2431,聯昌,20090105,3.8035
2433,互盛電,20090105,13.6989
2434,統懋,20090105,54.3939
2408,南亞科,20090105,5.9793
2409,友達,20090105,19.2173
2412,中華電,20090105,49.3427
2413,環科,20090105,7.831
2414,精技,20090105,8.4934
2436,偉詮電,20090105,12.3534
2514,龍邦,20090105,5.523
2515,中工,20090105,6.2897
2516,新建,20090105,2.9993
2520,冠德,20090105,7.059
2524,京城,20090105,9.8963
2527,宏璟,20090105,4.115
2528,皇普,20090105,0.6284
2530,華建,20090105,2.6044
2534,宏盛,20090105,9.0363
2535,達欣工,20090105,11.373
2536,宏普,20090105,23.3475
2537,聯上發,20090105,3.1184
2538,基泰,20090105,6.3348
2539,櫻花建,20090105,10.73
2540,愛山林,20090105,7.2659
2542,興富發,20090105,12.4943
2441,超豐,20090105,18.2217
2442,新美齊,20090105,3.0524
2443,億麗,20090105,4.8053
2444,兆勁,20090105,7.8672
2449,京元電子,20090105,7.0068
2450,神腦,20090105,30.2504
2603,長榮,20090105,11.6346
2605,新興,20090105,30.0705
2606,裕民,20090105,38.6051
2607,榮運,20090105,17.7421
2608,嘉里大榮,20090105,13.8504
2609,陽明,20090105,17.7163
2610,華航,20090105,6.7125
2611,志信,20090105,7.8531
2612,中航,20090105,35.9987
2613,中櫃,20090105,18.5462
2614,東森,20090105,3.6493
2615,萬海,20090105,13.6378
2616,山隆,20090105,11.7789
2451,創見,20090105,56.4204
2464,盟立,20090105,16.3782
2465,麗臺,20090105,9.7697
2466,冠西電,20090105,27.2981
2467,志聖,20090105,8.3182
2495,普安,20090105,23.0142
2496,卓越,20090105,1.5896
2497,怡利電,20090105,10.1273
2498,宏達電,20090105,272.531
2501,國建,20090105,7.1934
2504,國產,20090105,10.3433
2505,國揚,20090105,13.2961
2506,太設,20090105,3.0965
2823,中壽,20090105,11.7866
2832,台產,20090105,13.0793
2834,臺企銀,20090105,6.6352
2836,高雄銀,20090105,6.6509
2838,聯邦銀,20090105,4.8249
2841,台開,20090105,5.4137
2845,遠東銀,20090105,5.2853
2849,安泰銀,20090105,10.3731
2850,新產,20090105,8.8661
2851,中再保,20090105,7.2528
2852,第一保,20090105,6.0512
2509,全坤建,20090105,10.4427
2511,太子,20090105,4.5647
2438,翔耀,20090105,0.8067
2439,美律,20090105,22.8786
2440,太空梭,20090105,6.1335
2545,皇翔,20090105,12.5356
2546,根基,20090105,8.8402
2547,日勝生,20090105,9.4761
2548,華固,20090105,33.9518
2601,益航,20090105,27.706
2617,台航,20090105,38.88
2618,長榮航,20090105,7.4341
2891,中信金,20090105,13.5206
2892,第一金,20090105,16.4262
2901,欣欣,20090105,17.0122
2903,遠百,20090105,18.3
2904,匯僑,20090105,5.0004
2905,三商,20090105,9.0503
2906,高林,20090105,7.2339
2908,特力,20090105,14.7578
2910,統領,20090105,31.1284
2911,麗嬰房,20090105,14.0859
2912,統一超,20090105,76.4516
2913,農林,20090105,9.8893
2915,潤泰全,20090105,17.7625
2701,萬企,20090105,9.8656
2702,華園,20090105,11.1966
2704,國賓,20090105,27.7224
2705,六福,20090105,21.0491
2706,第一店,20090105,18.4794
2707,晶華,20090105,123.354
2801,彰銀,20090105,12.2361
2809,京城銀,20090105,4.0125
2812,台中銀,20090105,3.377
2816,旺旺保,20090105,16.3727
2820,華票,20090105,4.7201
2543,皇昌,20090105,4.6838
2885,元大金,20090105,14.7553
2886,兆豐金,20090105,10.9904
2887,台新金,20090105,5.5013
2888,新光金,20090105,8.6057
2889,國票金,20090105,5.0339
2890,永豐金,20090105,6.7542
2855,統一證,20090105,10.212
2880,華南金,20090105,17.3072
2881,富邦金,20090105,23.527
2882,國泰金,20090105,35.7079
2883,開發金,20090105,4.5298
2884,玉山金,20090105,7.9276
3018,同開,20090105,3.2665
3019,亞光,20090105,39.1821
3021,鴻名,20090105,6.4064
3033,威健,20090105,6.7784
3034,聯詠,20090105,31.979
3035,智原,20090105,26.6711
3036,文曄,20090105,12.3477
3037,欣興,20090105,13.903
3038,全台,20090105,3.3986
3040,遠見,20090105,8.604
3041,揚智,20090105,24.192
3042,晶技,20090105,20.8752
3043,科風,20090105,10.3621
3044,健鼎,20090105,31.8249
3045,台灣大,20090105,44.9937
3046,建碁,20090105,27.0267
3047,訊舟,20090105,10.1583
3048,益登,20090105,5.7676
3049,和鑫,20090105,4.1959
3050,鈺德,20090105,4.2012
3051,力特,20090105,1.6425
3052,夆典,20090105,4.9208
3022,威強電,20090105,17.8449
3023,信邦,20090105,7.5509
3024,憶聲,20090105,5.6951
3002,歐格,20090105,9.4481
3003,健和興,20090105,10.8527
3004,豐達科,20090105,5.2791
3005,神基,20090105,13.4368
3006,晶豪科,20090105,21.1114
3008,大立光,20090105,207.813
3010,華立,20090105,20.1118
3011,今皓,20090105,3.6108
3013,晟銘電,20090105,8.5458
3014,聯陽,20090105,40.5244
3015,全漢,20090105,14.2367
3016,嘉晶,20090105,14.6989
3025,星通,20090105,6.7697
3026,禾伸堂,20090105,17.5828
3027,盛達,20090105,6.9671
3017,奇鋐,20090105,13.1464
3031,佰鴻,20090105,19.7094
3032,偉訓,20090105,6.5409
3054,立萬利,20090105,8.7997
3055,蔚華科,20090105,10.5145
3056,總太,20090105,3.215
3057,喬鼎,20090105,23.0869
3058,立德,20090105,7.5578
3059,華晶科,20090105,28.7238
3060,銘異,20090105,18.9995
3062,建漢,20090105,23.7624
3090,日電貿,20090105,13.2329
3094,聯傑,20090105,17.4512
3130,一零四,20090105,64.5109
3164,景岳,20090105,12.2971
3189,景碩,20090105,31.3891
3028,增你強,20090105,6.9349
3029,零壹,20090105,5.9953
3030,德律,20090105,14.0694
3406,玉晶光,20090105,25.9467
3416,融程電,20090105,49.9222
3419,譁裕,20090105,6.1223
3443,創意,20090105,121.316
3450,聯鈞,20090105,10.1196
3209,全科,20090105,11.7165
3229,晟鈦,20090105,8.124
3231,緯創,20090105,23.679
3266,昇陽,20090105,9.3523
3296,勝德,20090105,12.4362
3305,昇貿,20090105,21.6584
3308,聯德,20090105,12.4906
3311,閎暉,20090105,42.5511
3312,弘憶股,20090105,4.0804
3356,奇偶,20090105,50.0096
3376,新日興,20090105,81.2055
3380,明泰,20090105,19.2395
3383,新世紀,20090105,117.427
3532,台勝科,20090105,66.5423
3533,嘉澤,20090105,18.8163
3535,晶彩科,20090105,19.5306
3536,誠創,20090105,28.0315
3545,敦泰,20090105,31.0771
3454,晶睿,20090105,18.9915
3481,群創,20090105,25.5917
3494,誠研,20090105,8.3056
3501,維熹,20090105,23.6801
3557,嘉威,20090105,8.3602
3504,揚明光,20090105,32.9523
3515,華擎,20090105,48.7395
3518,柏騰,20090105,45.4954
4306,炎洲,20090105,14.5618
4414,如興,20090105,1.6874
4426,利勤,20090105,7.3884
4526,東台,20090105,16.4852
4532,瑞智,20090105,4.6702
4720,德淵,20090105,12.2222
4722,國精化,20090105,5.8316
4904,遠傳,20090105,35.4955
4906,正文,20090105,45.949
5007,三星,20090105,16.1028
5203,訊連,20090105,114.7
3701,大眾控,20090105,8.3096
3702,大聯大,20090105,15.1172
4104,佳醫,20090105,34.9076
5388,中磊,20090105,12.1579
5522,遠雄,20090105,22.4752
5525,順天,20090105,9.0512
5531,鄉林,20090105,5.76
5533,皇鼎,20090105,9.7033
5534,長虹,20090105,25.4079
5607,遠雄港,20090105,24.6135
5608,四維航,20090105,38.5394
5706,鳳凰,20090105,47.9158
6005,群益證,20090105,7.6347
6108,競國,20090105,10.3843
6112,聚碩,20090105,9.721
6120,達運,20090105,4.4903
5434,崇越,20090105,21.1592
5469,瀚宇博,20090105,11.3168
5471,松翰,20090105,35.4722
5484,慧友,20090105,20.4433
6115,鎰勝,20090105,21.0066
6116,彩晶,20090105,6.8711
6117,迎廣,20090105,10.133
4106,雃博,20090105,20.1629
4108,懷特,20090105,41.3338
4119,旭富,20090105,57.5846
5515,建國,20090105,14.4919
5519,隆大,20090105,12.0658
5521,工信,20090105,6.9864
6128,上福,20090105,11.977
6131,鈞泰,20090105,35.1231
6133,金橋,20090105,7.411
6136,富爾特,20090105,11.4746
6139,亞翔,20090105,16.1795
6141,柏承,20090105,12.3822
6142,友勁,20090105,10.15
6202,盛群,20090105,20.9633
6152,百一,20090105,11.4107
6153,嘉聯益,20090105,7.9865
6155,鈞寶,20090105,16.1737
6164,華興,20090105,7.3172
6165,浪凡,20090105,25.2309
6166,凌華,20090105,16.5826
6168,宏齊,20090105,11.7537
6172,互億,20090105,2.9658
6176,瑞儀,20090105,20.0466
6177,達麗,20090105,8.1775
6183,關貿,20090105,11.3751
6184,大豐電,20090105,31.4383
6189,豐藝,20090105,9.1354
6191,精成科,20090105,9.2206
6192,巨路,20090105,37.1238
6196,帆宣,20090105,8.3432
6197,佳必琪,20090105,40.9794
6201,亞弘電,20090105,16.8236
6216,居易,20090105,12.1144
6205,詮欣,20090105,15.3229
6206,飛捷,20090105,44.1926
6209,今國光,20090105,8.8135
6213,聯茂,20090105,11.988
6214,精誠,20090105,17.0279
6215,和椿,20090105,11.175
6224,聚鼎,20090105,16.3412
6225,天瀚,20090105,12.5291
6226,光鼎,20090105,7.2567
8039,台虹,20090105,12.4528
8046,南電,20090105,70.9319
8070,長華,20090105,39.1676
8072,陞泰,20090105,83.2853
6230,尼得科超眾,20090105,15.6986
6235,華孚,20090105,5.8848
6239,力成,20090105,51.9391
6243,迅杰,20090105,29.1149
8201,無敵,20090105,18.0309
8210,勤誠,20090105,4.2914
8249,菱光,20090105,7.599
6257,矽格,20090105,6.7824
8103,瀚荃,20090105,20.8432
8105,凌巨,20090105,10.5471
8110,華東,20090105,3.3699
8112,至上,20090105,5.4968
8081,致新,20090105,87.5824
8101,華冠,20090105,9.7696
8114,振樺電,20090105,30.8536
8131,福懋科,20090105,20.5965
8163,達方,20090105,19.5157
8261,富鼎,20090105,14.0517
8374,羅昇,20090105,10.6639
6269,台郡,20090105,4.2474
6271,同欣電,20090105,38.3585
6277,宏正,20090105,40.7633
6278,台表科,20090105,22.584
6281,全國電,20090105,24.4631
6282,康舒,20090105,11.7963
6283,淳安,20090105,19.6316
6285,啟碁,20090105,21.9103
6289,華上,20090105,18.4956
6605,帝寶,20090105,40.3812
8016,矽創,20090105,30.2505
8021,尖點,20090105,14.1028
8033,雷虎,20090105,10.7466
8926,台汽電,20090105,12.4655
8940,新天地,20090105,16.419
8996,高力,20090105,14.5518
9103,美德醫療-DR,20090105,4.2
9105,泰金寶-DR,20090105,2.9139
9902,台火,20090105,5.8751
9904,寶成,20090105,14.0066
9905,大華,20090105,12.0311
6505,台塑化,20090105,66.0218
9925,新保,20090105,14.6141
9940,信義,20090105,24.3597
9941,裕融,20090105,14.0559
9926,新海,20090105,19.97
9927,泰銘,20090105,13.7634
9928,中視,20090105,13.9394
9929,秋雨,20090105,2.2871
9930,中聯資源,20090105,30.1452
9931,欣高,20090105,14.1634
9933,中鼎,20090105,21.0438
9934,成霖,20090105,7.0116
9935,慶豐富,20090105,4.4446
9937,全國,20090105,19.4407
9938,百和,20090105,9.287
9906,欣巴巴,20090105,2.5445
9907,統一實,20090105,7.2387
9908,大台北,20090105,11.5829
9910,豐泰,20090105,12.7387
9911,櫻花,20090105,7.3244
9912,偉聯,20090105,2.9185
9914,美利達,20090105,40.7114
9917,中保科,20090105,42.4134
9918,欣天然,20090105,22.5416
9919,康那香,20090105,13.428
9921,巨大,20090105,71.3884
9924,福興,20090105,5.4922
9939,宏全,20090105,28.7524
9942,茂順,20090105,23.3241
9943,好樂迪,20090105,11.6094
9944,新麗,20090105,11.5951
9945,潤泰新,20090105,12.1311
9946,三發地產,20090105,5.6105
9955,佳龍,20090105,27.7754
9958,世紀鋼,20090105,5.5473
1235,興泰,20091231,30.9044
1236,宏亞,20091231,17.0962
1301,台塑,20091231,63.9197
1303,南亞,20091231,56.3857
1304,台聚,20091231,19.4912
1305,華夏,20091231,11.4495
1307,三芳,20091231,35.838
1308,亞聚,20091231,24.2738
1309,台達化,20091231,13.1441
1310,台苯,20091231,13.0231
1312,國喬,20091231,11.5698
1313,聯成,20091231,16.5963
1314,中石化,20091231,11.9674
1101,台泥,20091231,30.6365
1102,亞泥,20091231,32.3581
1103,嘉泥,20091231,17.0926
1104,環泥,20091231,16.5489
1108,幸福,20091231,8.8215
1109,信大,20091231,9.8619
1110,東泥,20091231,11.2812
1201,味全,20091231,41.0095
1203,味王,20091231,24.9528
1210,大成,20091231,33.618
1227,佳格,20091231,42.4673
1229,聯華,20091231,15.2448
1231,聯華食,20091231,12.7644
1232,大統益,20091231,36.6
1233,天仁,20091231,34.5899
1234,黑松,20091231,18.0053
1213,大飲,20091231,8.9527
1215,卜蜂,20091231,14.6885
1216,統一,20091231,38.055
1217,愛之味,20091231,12.8699
1218,泰山,20091231,12.5848
1219,福壽,20091231,13.0032
1220,台榮,20091231,8.6412
1225,福懋油,20091231,16.0471
1413,宏洲,20091231,9.0227
1440,南紡,20091231,12.5233
1441,大東,20091231,7.9402
1315,達新,20091231,21.9015
1316,上曜,20091231,9.6747
1319,東陽,20091231,56.1407
1414,東和,20091231,5.8919
1416,廣豐,20091231,9.4784
1417,嘉裕,20091231,8.4459
1449,佳和,20091231,5.7736
1451,年興,20091231,19.0789
1452,宏益,20091231,8.2534
1453,大將,20091231,8.7264
1454,台富,20091231,7.0891
1455,集盛,20091231,9.9405
1456,怡華,20091231,7.782
1457,宜進,20091231,7.9524
1459,聯發,20091231,7.0073
1460,宏遠,20091231,5.5101
1463,強盛,20091231,10.2235
1464,得力,20091231,6.5336
1465,偉全,20091231,10.0327
1466,聚隆,20091231,5.9093
1467,南緯,20091231,7.3487
1468,昶和,20091231,11.35
1470,大統新創,20091231,9.4673
1471,首利,20091231,53.351
1472,三洋紡,20091231,13.8714
1473,台南,20091231,36.2892
1474,弘裕,20091231,4.9566
1475,業旺,20091231,9.6717
1476,儒鴻,20091231,20.2346
1477,聚陽,20091231,56.9508
1418,東華,20091231,38.0054
1419,新紡,20091231,33.3658
1321,大洋,20091231,23.6
1323,永裕,20091231,18.0027
1324,地球,20091231,23.3461
1325,恒大,20091231,26.9472
1326,台化,20091231,65.9163
1402,遠東新,20091231,37.9452
1409,新纖,20091231,10.7428
1410,南染,20091231,19.0244
1519,華城,20091231,31.5162
1521,大億,20091231,46.3819
1522,堤維西,20091231,26.1672
1524,耿鼎,20091231,14.3334
1525,江申,20091231,59.0572
1526,日馳,20091231,6.4772
1527,鑽全,20091231,32.9723
1528,恩德,20091231,11.253
1529,樂士,20091231,5.7285
1530,亞崴,20091231,34.2884
1531,高林股,20091231,17.9722
1532,勤美,20091231,43.3976
1533,車王電,20091231,27.3412
1535,中宇,20091231,43.5563
1536,和大,20091231,13.3877
1537,廣隆,20091231,38.9667
1423,利華,20091231,7.9586
1432,大魯閣,20091231,5.3342
1434,福懋,20091231,24.1138
1435,中福,20091231,4.85
1436,華友聯,20091231,8.2392
1437,勤益控,20091231,21.5427
1438,三地開發,20091231,3.2
1439,中和,20091231,23.8309
1442,名軒,20091231,16.2936
1443,立益,20091231,6.7119
1444,力麗,20091231,5.1968
1445,大宇,20091231,8.4876
1446,宏和,20091231,8.8033
1447,力鵬,20091231,9.1984
1503,士電,20091231,39.8892
1504,東元,20091231,9.2807
1506,正道,20091231,12.8431
1507,永大,20091231,24.4813
1512,瑞利,20091231,9.4909
1513,中興電,20091231,19.7142
1514,亞力,20091231,14.2831
1515,力山,20091231,9.7255
1516,川飛,20091231,11.7224
1517,利奇,20091231,10.9505
1604,聲寶,20091231,5.6568
1605,華新,20091231,11.5386
1608,華榮,20091231,10.7395
1609,大亞,20091231,8.4172
1611,中電,20091231,25.3846
1612,宏泰,20091231,13.4979
1614,三洋電,20091231,33.3526
1615,大山,20091231,11.6308
1616,億泰,20091231,7.33
1721,三晃,20091231,12.8694
1722,台肥,20091231,109.592
1723,中碳,20091231,82.8571
1724,台硝,20091231,12.2115
1725,元禎,20091231,18.2401
1726,永記,20091231,42.9522
1727,中華化,20091231,23.05
1730,花仙子,20091231,16.3794
1731,美吾華,20091231,16.9556
1732,毛寶,20091231,16.6999
1733,五鼎,20091231,61.3292
1734,杏輝,20091231,30.8402
1617,榮星,20091231,7.3109
1618,合機,20091231,21.7294
1701,中化,20091231,23.4098
1538,正峰,20091231,99.2957
1539,巨庭,20091231,8.0769
1540,喬福,20091231,31.7923
1541,錩泰,20091231,18.488
1558,伸興,20091231,75.2163
1560,中砂,20091231,23.5926
1582,信錦,20091231,79.9076
1583,程泰,20091231,28.1395
1603,華電,20091231,14.1017
1710,東聯,20091231,25.1429
1711,永光,20091231,32.5293
1712,興農,20091231,13.708
1713,國化,20091231,11.7701
1714,和桐,20091231,10.2079
1717,長興,20091231,32.3725
1718,中纖,20091231,5.7628
1720,生達,20091231,27.3576
2009,第一銅,20091231,10.9734
2010,春源,20091231,14.1642
2012,春雨,20091231,9.5103
2013,中鋼構,20091231,24.0405
2014,中鴻,20091231,15.4251
2015,豐興,20091231,51.1383
2017,官田鋼,20091231,9.9641
2020,美亞,20091231,25.4397
2022,聚亨,20091231,8.5397
2023,燁輝,20091231,8.7107
2024,志聯,20091231,6.0986
