證券代碼,簡稱,年月日,收盤價(元)
6184,大豐電,20111230,47.4839
6164,華興,20111230,10.4112
6165,浪凡,20111230,7.1105
6166,凌華,20111230,30.0744
6168,宏齊,20111230,12.615
6172,互億,20111230,4.2652
6176,瑞儀,20111230,81.0297
6177,達麗,20111230,15.8491
6183,關貿,20111230,16.5325
6251,定穎,20111230,11.9908
6257,矽格,20111230,18.4325
6269,台郡,20111230,43.209
6271,同欣電,20111230,95.1811
6243,迅杰,20111230,15.25
8021,尖點,20111230,17.4267
8163,達方,20111230,14.896
8105,凌巨,20111230,7.5266
8110,華東,20111230,7.9679
8112,至上,20111230,13.3118
8033,雷虎,20111230,8.3999
8039,台虹,20111230,31.6547
8046,南電,20111230,61.0113
8271,宇瞻,20111230,14.3682
8070,長華,20111230,58.1069
8072,陞泰,20111230,89.3407
8081,致新,20111230,67.121
8101,華冠,20111230,38.4146
8103,瀚荃,20111230,32.5736
8114,振樺電,20111230,42.6839
6277,宏正,20111230,49.2071
6278,台表科,20111230,58.493
6281,全國電,20111230,50.9097
6282,康舒,20111230,15.5863
6283,淳安,20111230,10.3149
6285,啟碁,20111230,47.6729
6289,華上,20111230,14.6827
6505,台塑化,20111230,90.8042
6605,帝寶,20111230,56.3008
8011,台通,20111230,40.8407
8016,矽創,20111230,31.3496
8131,福懋科,20111230,21.7775
8201,無敵,20111230,13.4225
9136,巨騰-DR,20111230,6.361
9188,精熙-DR,20111230,2.2679
8210,勤誠,20111230,17.7369
8213,志超,20111230,21.7
8215,明基材,20111230,10.5667
8249,菱光,20111230,13.2278
8261,富鼎,20111230,10.4651
8374,羅昇,20111230,35.4278
8404,百和興業-KY,20111230,14.4485
8411,福貞-KY,20111230,59.6559
8422,可寧衛,20111230,166.056
8427,基勝-KY,20111230,72.1864
9105,泰金寶-DR,20111230,1.6825
9918,欣天然,20111230,29.0921
9919,康那香,20111230,14.3729
9921,巨大,20111230,115.206
9924,福興,20111230,9.8646
9925,新保,20111230,25.375
9926,新海,20111230,36.4836
9927,泰銘,20111230,25.4272
9928,中視,20111230,37.4977
9929,秋雨,20111230,3.3734
9930,中聯資源,20111230,37.7054
9931,欣高,20111230,22.8651
9933,中鼎,20111230,39.149
9934,成霖,20111230,11.298
9935,慶豐富,20111230,2.9696
9937,全國,20111230,29.6878
9938,百和,20111230,22.407
910861,神州-DR,20111230,12.9427
9110,越南控-DR,20111230,8.3604
911608,明輝-DR,20111230,5.7862
911616,杜康-DR,20111230,11.85
911622,泰聚亨-DR,20111230,13.15
911868,同方友友-DR,20111230,4.25
912000,晨訊科-DR,20111230,4.8451
912398,友佳-DR,20111230,9.5532
9902,台火,20111230,9.3809
9904,寶成,20111230,23.6778
9905,大華,20111230,28.8366
9906,欣巴巴,20111230,5.1778
9907,統一實,20111230,11.314
9908,大台北,20111230,17.4227
9910,豐泰,20111230,21.3945
9911,櫻花,20111230,14.6677
9912,偉聯,20111230,5.8687
9914,美利達,20111230,62.1487
9917,中保科,20111230,51.966
8926,台汽電,20111230,18.2189
8940,新天地,20111230,22.6881
8996,高力,20111230,30.0738
9103,美德醫療-DR,20111230,3.16
910322,康師傅-DR,20111230,37.5665
9958,世紀鋼,20111230,7.7266
9939,宏全,20111230,52.8627
9940,信義,20111230,35.7723
9941,裕融,20111230,44.6996
9942,茂順,20111230,45.5219
9943,好樂迪,20111230,38.0918
9944,新麗,20111230,19.4456
9945,潤泰新,20111230,21.5961
9946,三發地產,20111230,11.8346
9955,佳龍,20111230,27.5904
1213,大飲,20120102,16.3148
1215,卜蜂,20120102,13.2716
1301,台塑,20120102,75.2219
1303,南亞,20120102,58.0298
1304,台聚,20120102,22.2757
1305,華夏,20120102,8.0934
1307,三芳,20120102,21.05
1308,亞聚,20120102,27.8734
1309,台達化,20120102,10.3819
1310,台苯,20120102,6.4975
1312,國喬,20120102,9.3895
1313,聯成,20120102,14.3549
1314,中石化,20120102,25.6721
1315,達新,20120102,26.4525
1316,上曜,20120102,16.8575
1319,東陽,20120102,30.1709
1321,大洋,20120102,19.2
1323,永裕,20120102,16.5739
1324,地球,20120102,10.7266
1325,恒大,20120102,18.9629
1326,台化,20120102,74.6544
1216,統一,20120102,41.7689
1217,愛之味,20120102,9.7604
1218,泰山,20120102,13.3081
1219,福壽,20120102,15.7511
1220,台榮,20120102,9.002
1414,東和,20120102,11.3268
1416,廣豐,20120102,8.7395
1417,嘉裕,20120102,7.8828
1418,東華,20120102,19.8473
1419,新紡,20120102,31.5095
1423,利華,20120102,7.0864
1432,大魯閣,20120102,6.5639
1434,福懋,20120102,25.7896
1435,中福,20120102,3.33
1436,華友聯,20120102,11.4825
1437,勤益控,20120102,13.1253
1438,三地開發,20120102,3.62
1439,中和,20120102,17.4469
1440,南紡,20120102,9.9204
1441,大東,20120102,9.6477
1442,名軒,20120102,21.5831
1443,立益,20120102,5.2
1444,力麗,20120102,7.04
1445,大宇,20120102,6.9835
1446,宏和,20120102,13.3533
1447,力鵬,20120102,6.5339
1449,佳和,20120102,4.8296
1451,年興,20120102,21.4687
1452,宏益,20120102,8.5238
1225,福懋油,20120102,12.0473
1227,佳格,20120102,86.3758
1101,台泥,20120102,31.2673
1102,亞泥,20120102,31.2358
1103,嘉泥,20120102,11.0488
1104,環泥,20120102,12.4826
1229,聯華,20120102,16.7451
1463,強盛,20120102,7.3038
1464,得力,20120102,8.4602
1465,偉全,20120102,11.8404
1466,聚隆,20120102,14.4598
1467,南緯,20120102,7.2963
1468,昶和,20120102,11.6
1470,大統新創,20120102,13.0319
1471,首利,20120102,13.7564
1472,三洋紡,20120102,15.4095
1473,台南,20120102,34.4407
1474,弘裕,20120102,5.4551
1475,業旺,20120102,6.8403
1476,儒鴻,20120102,43.8093
1477,聚陽,20120102,65.127
1503,士電,20120102,30.074
1504,東元,20120102,12.7423
1506,正道,20120102,24.502
1507,永大,20120102,44.9225
1512,瑞利,20120102,6.618
1513,中興電,20120102,14.7856
1108,幸福,20120102,5.2141
1109,信大,20120102,9.8149
1110,東泥,20120102,9.9891
1201,味全,20120102,29.8635
1203,味王,20120102,18.9932
1210,大成,20120102,26.264
1236,宏亞,20120102,21.5412
1337,再生-KY,20120102,29.4294
1402,遠東新,20120102,32.9175
1409,新纖,20120102,8.0213
1410,南染,20120102,15.2389
1413,宏洲,20120102,7.7409
1453,大將,20120102,8.3738
1454,台富,20120102,6.9051
1455,集盛,20120102,9.6588
1456,怡華,20120102,10.8493
1457,宜進,20120102,6.7048
1459,聯發,20120102,8.4659
1460,宏遠,20120102,5.2188
1231,聯華食,20120102,32.1866
1232,大統益,20120102,45.5339
1233,天仁,20120102,43.0697
1234,黑松,20120102,23.7062
1235,興泰,20120102,21.067
1524,耿鼎,20120102,6.7445
1560,中砂,20120102,19.6322
1525,江申,20120102,36.5272
1526,日馳,20120102,6.9679
1527,鑽全,20120102,19.5894
1528,恩德,20120102,13.3259
1529,樂士,20120102,2.971
1530,亞崴,20120102,25.1448
1531,高林股,20120102,19.1507
1532,勤美,20120102,18.2676
1533,車王電,20120102,15.736
1535,中宇,20120102,51.7473
1536,和大,20120102,10.2002
1537,廣隆,20120102,37.8467
1514,亞力,20120102,6.5786
1538,正峰,20120102,52.2678
1539,巨庭,20120102,5.7019
1540,喬福,20120102,16.0135
1702,南僑,20120102,16.3958
1707,葡萄王,20120102,35.1083
1708,東鹼,20120102,28.214
1541,錩泰,20120102,6.7866
1515,力山,20120102,4.545
1516,川飛,20120102,4.9688
1517,利奇,20120102,10.5086
1519,華城,20120102,12.2374
1521,大億,20120102,50.8795
1558,伸興,20120102,87.1123
1522,堤維西,20120102,11.0053
1582,信錦,20120102,30.4027
1583,程泰,20120102,37.0757
1590,亞德客-KY,20120102,119.661
1603,華電,20120102,7.4194
1604,聲寶,20120102,7.6478
1605,華新,20120102,8.2363
1608,華榮,20120102,6.7705
1609,大亞,20120102,7.376
1611,中電,20120102,18.6831
1612,宏泰,20120102,8.3659
1614,三洋電,20120102,26.9951
1615,大山,20120102,9.3656
1616,億泰,20120102,3.51
1617,榮星,20120102,11.6
1618,合機,20120102,8.46
1737,臺鹽,20120102,19.3096
1701,中化,20120102,16.2514
1721,三晃,20120102,6.4347
1722,台肥,20120102,67.1974
1723,中碳,20120102,107.619
1724,台硝,20120102,22.2596
1725,元禎,20120102,15.6412
1726,永記,20120102,40.9456
1727,中華化,20120102,17.2753
1730,花仙子,20120102,15.7622
1731,美吾華,20120102,10.6633
1732,毛寶,20120102,14.043
1733,五鼎,20120102,57.5861
1734,杏輝,20120102,22.8814
1735,日勝化,20120102,10.3473
1736,喬山,20120102,61.8328
1709,和益,20120102,18.9218
1710,東聯,20120102,36.3393
1711,永光,20120102,15.4318
1712,興農,20120102,11.25
1713,國化,20120102,9.2805
1714,和桐,20120102,10.1884
1717,長興,20120102,22.2051
1718,中纖,20120102,7.3049
1720,生達,20120102,22.0019
1789,神隆,20120102,41.7607
1795,美時,20120102,17.9103
1802,台玻,20120102,26.9538
1805,寶徠,20120102,13.5516
2022,聚亨,20120102,7.4932
2023,燁輝,20120102,7.2081
2024,志聯,20120102,7.0549
2025,千興,20120102,3.99
2027,大成鋼,20120102,14.0309
1806,冠軍,20120102,11.8575
1808,潤隆,20120102,24
1809,中釉,20120102,11.8018
1810,和成,20120102,5.6839
1762,中化生,20120102,49.6629
1773,勝一,20120102,27.275
2015,豐興,20120102,45.2777
2017,官田鋼,20120102,6.1181
2020,美亞,20120102,11.9079
1903,士紙,20120102,41.25
1904,正隆,20120102,10.1164
1905,華紙,20120102,7.4698
2102,泰豐,20120102,10.422
2103,台橡,20120102,70.8051
2104,國際中橡,20120102,27.4291
2105,正新,20120102,62.8852
2106,建大,20120102,28.3862
2107,厚生,20120102,17.0587
2108,南帝,20120102,22.3426
2109,華豐,20120102,7.4316
2114,鑫永銓,20120102,50.2699
1906,寶隆,20120102,6.6164
1907,永豐餘,20120102,11.6028
1909,榮成,20120102,8.4186
2002,中鋼,20120102,27.8604
2006,東和鋼鐵,20120102,25.2167
2007,燁興,20120102,5.0865
2008,高興昌,20120102,4.1374
2009,第一銅,20120102,7.3968
2010,春源,20120102,11.2052
2012,春雨,20120102,8.7728
2013,中鋼構,20120102,25.9308
2014,中鴻,20120102,8.5886
2038,海光,20120102,10.8233
2049,上銀,20120102,227.533
2059,川湖,20120102,138.965
2028,威致,20120102,8.3667
2029,盛餘,20120102,18.4928
2030,彰源,20120102,9.9512
2031,新光鋼,20120102,17.116
2032,新鋼,20120102,9.5305
2062,橋椿,20120102,28.8895
2101,南港,20120102,43.6572
2328,廣宇,20120102,21.3064
2329,華泰,20120102,4.1617
2330,台積電,20120102,74.3294
2331,精英,20120102,3.8835
2332,友訊,20120102,14.8344
2033,佳大,20120102,8.6097
2034,允強,20120102,15.9928
2312,金寶,20120102,6.0229
2313,華通,20120102,8.8319
2314,台揚,20120102,22.4262
2316,楠梓電,20120102,11.1101
2347,聯強,20120102,68.9772
2348,海悅,20120102,16.624
2349,錸德,20120102,8.0656
2351,順德,20120102,17.3106
2352,佳世達,20120102,5.7766
2353,宏碁,20120102,28.1993
2354,鴻準,20120102,91.575
2355,敬鵬,20120102,18.6868
2356,英業達,20120102,10.4838
2357,華碩,20120102,202.789
2358,廷鑫,20120102,7.8645
2359,所羅門,20120102,9.4931
2360,致茂,20120102,57.5508
2362,藍天,20120102,46.9788
2363,矽統,20120102,9.8643
2364,倫飛,20120102,9.4532
2365,昆盈,20120102,10.1905
2317,鴻海,20120102,77.42
2321,東訊,20120102,7.7979
2323,中環,20120102,4.6743
2324,仁寶,20120102,28.2482
2327,國巨,20120102,7.5673
2201,裕隆,20120102,80.6877
2204,中華,20120102,33.9485
2206,三陽工業,20120102,15.4919
2207,和泰車,20120102,137.87
2208,台船,20120102,19.1898
2380,虹光,20120102,13.3372
2382,廣達,20120102,60.2459
2383,台光電,20120102,12.0765
2385,群光,20120102,46.6472
2387,精元,20120102,15.9696
2388,威盛,20120102,31.3
2390,云辰,20120102,7.1292
2392,正崴,20120102,54.7609
2393,億光,20120102,49.5742
2395,研華,20120102,72.9609
2227,裕日車,20120102,118.311
2231,為升,20120102,33.5102
2233,宇隆,20120102,61.3279
2301,光寶科,20120102,31.8571
2302,麗正,20120102,3.5045
2303,聯電,20120102,11.9925
2406,國碩,20120102,15.7183
2408,南亞科,20120102,2.3312
2409,友達,20120102,9.5606
2412,中華電,20120102,96.0834
2413,環科,20120102,7.3464
2414,精技,20120102,12.574
2415,錩新,20120102,9.183
2417,圓剛,20120102,23.7165
2419,仲琦,20120102,10.9
2420,新巨,20120102,18.6637
2421,建準,20120102,25.4
2423,固緯,20120102,17.9847
2424,隴華,20120102,26.9137
2425,承啟,20120102,16.1534
2426,鼎元,20120102,10.2216
2427,三商電,20120102,9.874
2428,興勤,20120102,25.0706
2429,銘旺科,20120102,38.6957
2430,燦坤,20120102,39.4212
2431,聯昌,20120102,6.4659
2433,互盛電,20120102,31.3584
2305,全友,20120102,3.63
2308,台達電,20120102,69.3908
2342,茂矽,20120102,33.9352
2344,華邦電,20120102,4.04
2345,智邦,20120102,13.4536
2367,燿華,20120102,11.4613
2368,金像電,20120102,6.77
2369,菱生,20120102,9.2716
2371,大同,20120102,7.36
2373,震旦行,20120102,43.2198
2374,佳能,20120102,25.0441
2337,旺宏,20120102,11.4168
2375,凱美,20120102,5.1266
2376,技嘉,20120102,20.5672
2377,微星,20120102,12.3906
2379,瑞昱,20120102,42.0029
2338,光罩,20120102,7.6084
2340,光磊,20120102,8.8517
2397,友通,20120102,19.7618
2399,映泰,20120102,11.1268
2401,凌陽,20120102,9.5707
2402,毅嘉,20120102,17.3984
2404,漢唐,20120102,23.8788
2405,浩鑫,20120102,7.1147
2439,美律,20120102,31.5057
2440,太空梭,20120102,5.63
2441,超豐,20120102,22.9565
2442,新美齊,20120102,7.0518
2443,億麗,20120102,6.2129
2444,兆勁,20120102,9.5583
2449,京元電子,20120102,9.3996
2450,神腦,20120102,84.7964
2478,大毅,20120102,17.4381
2480,敦陽科,20120102,22.4371
2481,強茂,20120102,13.8711
2482,連宇,20120102,9.6437
2483,百容,20120102,11.0182
2484,希華,20120102,9.5407
2485,兆赫,20120102,22.6858
2486,一詮,20120102,12.0618
2488,漢平,20120102,8.8336
2489,瑞軒,20120102,8.9967
2491,吉祥全,20120102,6.8619
2492,華新科,20120102,7.6936
2493,揚博,20120102,18.8333
2451,創見,20120102,71.347
2453,凌群,20120102,9.3898
2454,聯發科,20120102,199.507
2455,全新,20120102,31.8065
2456,奇力新,20120102,11.8122
2457,飛宏,20120102,26.2637
2458,義隆,20120102,22.5771
2459,敦吉,20120102,23.3548
2460,建通,20120102,12.6358
2461,光群雷,20120102,9.3378
2514,龍邦,20120102,10.02
2515,中工,20120102,7.577
2516,新建,20120102,5.4466
2520,冠德,20120102,13.3548
2524,京城,20120102,14.0918
2527,宏璟,20120102,9.9896
2528,皇普,20120102,9.1599
2530,華建,20120102,8.6965
2534,宏盛,20120102,14.5585
2535,達欣工,20120102,15.9315
2536,宏普,20120102,18.7826
2537,聯上發,20120102,9.43
2538,基泰,20120102,11.9076
2462,良得電,20120102,14.0339
2464,盟立,20120102,21.1045
2465,麗臺,20120102,11.9451
2466,冠西電,20120102,25.6407
2434,統懋,20120102,28.4842
2436,偉詮電,20120102,12.732
2438,翔耀,20120102,3.1951
2467,志聖,20120102,15.2962
2468,華經,20120102,9.5418
2471,資通,20120102,13.5081
2472,立隆電,20120102,13.3335
2605,新興,20120102,24.7924
2606,裕民,20120102,41.7987
2607,榮運,20120102,13.3921
2608,嘉里大榮,20120102,30.1138
2609,陽明,20120102,24.7124
2610,華航,20120102,11.57
2611,志信,20120102,8.2154
2612,中航,20120102,35.4417
2613,中櫃,20120102,13.5511
2614,東森,20120102,3.783
2615,萬海,20120102,13.8787
2616,山隆,20120102,16.6317
2617,台航,20120102,28.3976
2474,可成,20120102,129.333
2476,鉅祥,20120102,14.0557
2477,美隆電,20120102,9.6889
2495,普安,20120102,21.9637
2496,卓越,20120102,3.8896
2497,怡利電,20120102,17.2414
2498,宏達電,20120102,416.805
2501,國建,20120102,9.6925
2504,國產,20120102,11.1642
2505,國揚,20120102,15.2492
2506,太設,20120102,7.8745
2509,全坤建,20120102,15.529
2511,太子,20120102,14.7877
2597,潤弘,20120102,23.0777
2601,益航,20120102,29.4651
2603,長榮,20120102,13.57
2539,櫻花建,20120102,15.5626
2540,愛山林,20120102,6.8099
2542,興富發,20120102,37.7941
2838,聯邦銀,20120102,9.0942
2841,台開,20120102,8.4778
2543,皇昌,20120102,5.5644
2545,皇翔,20120102,42.6404
2546,根基,20120102,12.9619
2547,日勝生,20120102,19.518
2548,華固,20120102,55.7086
2820,華票,20120102,9.7262
2823,中壽,20120102,22.206
2832,台產,20120102,19.3573
2618,長榮航,20120102,18.3895
2636,台驊投控,20120102,21.5626
2637,慧洋-KY,20120102,35.0294
2701,萬企,20120102,12.3803
2702,華園,20120102,13.4943
2704,國賓,20120102,25.5085
2705,六福,20120102,28.7737
2706,第一店,20120102,18.1408
2707,晶華,20120102,180.176
2723,美食-KY,20120102,191.317
2801,彰銀,20120102,15.0127
2809,京城銀,20120102,11.6279
2903,遠百,20120102,32.7754
2904,匯僑,20120102,17.0107
2905,三商,20120102,24.6027
2906,高林,20120102,12.9701
2812,台中銀,20120102,4.4345
2816,旺旺保,20120102,11.5656
2834,臺企銀,20120102,8.579
2836,高雄銀,20120102,8.283
2880,華南金,20120102,14.7295
2881,富邦金,20120102,29.6831
2882,國泰金,20120102,30.1851
2883,開發金,20120102,5.6467
2884,玉山金,20120102,11.5761
3005,神基,20120102,12.8218
3006,晶豪科,20120102,23.1592
3008,大立光,20120102,542.078
3010,華立,20120102,33.5824
3011,今皓,20120102,7.7973
3013,晟銘電,20120102,20.3867
3014,聯陽,20120102,20.9312
3015,全漢,20120102,22.198
3016,嘉晶,20120102,13.0048
3017,奇鋐,20120102,18.6405
3018,同開,20120102,8.7404
3019,亞光,20120102,22.5565
2885,元大金,20120102,14.3227
2886,兆豐金,20120102,18.4279
2887,台新金,20120102,9.5124
2888,新光金,20120102,7.9855
2889,國票金,20120102,9.7139
2890,永豐金,20120102,8.3201
2891,中信金,20120102,17.5672
3028,增你強,20120102,18.0022
3029,零壹,20120102,14.0174
3030,德律,20120102,26.1559
3031,佰鴻,20120102,20.7965
3032,偉訓,20120102,6.9988
3033,威健,20120102,19.3532
3034,聯詠,20120102,71.0858
3035,智原,20120102,27.4527
3036,文曄,20120102,36.4731
3037,欣興,20120102,33.6805
3038,全台,20120102,4.8076
3040,遠見,20120102,12.4013
3041,揚智,20120102,35.5393
3042,晶技,20120102,33.3423
3043,科風,20120102,13.9
2892,第一金,20120102,15.9158
2901,欣欣,20120102,26.6492
2845,遠東銀,20120102,10.2536
2849,安泰銀,20120102,13.3708
2850,新產,20120102,14.1591
3049,和鑫,20120102,11.816
3050,鈺德,20120102,4.4388
3051,力特,20120102,1.6
3052,夆典,20120102,7.6738
3054,立萬利,20120102,12.0483
3055,蔚華科,20120102,12.884
3056,總太,20120102,18.1076
3057,喬鼎,20120102,28.8347
3058,立德,20120102,9.7158
3059,華晶科,20120102,23.43
3060,銘異,20120102,45.3198
3062,建漢,20120102,25.4455
2851,中再保,20120102,11.8335
2852,第一保,20120102,11.8414
2855,統一證,20120102,12.696
2915,潤泰全,20120102,45.5686
3002,歐格,20120102,8.9594
3003,健和興,20120102,20.2321
3004,豐達科,20120102,26.4453
3021,鴻名,20120102,9.6484
3022,威強電,20120102,27.3532
3023,信邦,20120102,18.295
3024,憶聲,20120102,7.6326
3025,星通,20120102,6.8181
3026,禾伸堂,20120102,24.011
3027,盛達,20120102,8.6493
3044,健鼎,20120102,66.9699
3045,台灣大,20120102,90.3708
3046,建碁,20120102,30.3991
2908,特力,20120102,20.419
2910,統領,20120102,27.3851
2911,麗嬰房,20120102,25.6052
2912,統一超,20120102,161.613
2913,農林,20120102,10.7659
3047,訊舟,20120102,11.6869
3048,益登,20120102,7.6775
3149,正達,20120102,93.5556
3164,景岳,20120102,32.9852
3189,景碩,20120102,76.3786
3209,全科,20120102,19.0744
3090,日電貿,20120102,24.2213
3092,鴻碩,20120102,5.599
3094,聯傑,20120102,17.1146
3130,一零四,20120102,79.8797
3296,勝德,20120102,21.8857
3305,昇貿,20120102,31.2262
3308,聯德,20120102,6.86
3311,閎暉,20120102,78.1849
3312,弘憶股,20120102,8.7411
3356,奇偶,20120102,51.2244
3376,新日興,20120102,54.7129
3380,明泰,20120102,21.2518
3383,新世紀,20120102,149.807
3481,群創,20120102,12.0054
3229,晟鈦,20120102,6.99
3231,緯創,20120102,36.0394
3257,虹冠電,20120102,18.2496
3266,昇陽,20120102,13.691
3518,柏騰,20120102,23.1516
3494,誠研,20120102,15.0336
3501,維熹,20120102,31.042
3504,揚明光,20120102,53.122
3515,華擎,20120102,94.1581
3443,創意,20120102,90.5957
3450,聯鈞,20120102,39.5898
3454,晶睿,20120102,68.1374
3563,牧德,20120102,40.279
3576,聯合再生,20120102,17.3117
3588,通嘉,20120102,44.1005
3591,艾笛森,20120102,55.2908
3528,安馳,20120102,23.4137
3532,台勝科,20120102,29.2279
3533,嘉澤,20120102,69.498
3535,晶彩科,20120102,9.5612
3536,誠創,20120102,13.8047
3545,敦泰,20120102,34.718
3550,聯穎,20120102,10.5753
3557,嘉威,20120102,5.5234
3406,玉晶光,20120102,209.551
3416,融程電,20120102,40.5083
3419,譁裕,20120102,9.9602
3432,台端,20120102,9.8633
3593,力銘,20120102,18.1404
3596,智易,20120102,30.8631
3605,宏致,20120102,47.2061
3607,谷崧,20120102,21.7261
3617,碩天,20120102,46.3761
3622,洋華,20120102,58.7058
3694,海華,20120102,21.6333
3701,大眾控,20120102,18.5868
3702,大聯大,20120102,32.88
3703,欣陸,20120102,10.5429
3704,合勤控,20120102,14.353
3705,永信,20120102,38.1174
4104,佳醫,20120102,57.5337
4106,雃博,20120102,30.0717
4108,懷特,20120102,29.6274
4119,旭富,20120102,46.7755
4133,亞諾法,20120102,44.16
4306,炎洲,20120102,22.1105
3645,達邁,20120102,16.4614
3653,健策,20120102,64.5923
3665,貿聯-KY,20120102,21.9045
3669,圓展,20120102,27.0756
3673,TPK-KY,20120102,242.945
3679,新至陞,20120102,54.0554
3686,達能,20120102,46.6293
4737,華廣,20120102,82.8973
4739,康普,20120102,20.8262
4746,台耀,20120102,51.3115
4904,遠傳,20120102,54.1247
4720,德淵,20120102,12.6133
4722,國精化,20120102,19.5168
4942,嘉彰,20120102,36.6478
4952,凌通,20120102,18.1382
4956,光鋐,20120102,21.8952
4958,臻鼎-KY,20120102,48.8412
4960,誠美材,20120102,14.4201
4994,傳奇,20120102,155.386
5007,三星,20120102,39.2774
4414,如興,20120102,6.4253
4426,利勤,20120102,9.2814
4906,正文,20120102,19.3005
4912,聯德控股-KY,20120102,23.7466
5608,四維航,20120102,29.0598
5706,鳳凰,20120102,55.4196
5871,中租-KY,20120102,25.5839
5880,合庫金,20120102,16.5092
4919,新唐,20120102,19.2255
4927,泰鼎-KY,20120102,26.4258
4930,燦星網,20120102,16.065
4934,太極,20120102,18.0149
4935,茂林-KY,20120102,34.5551
4938,和碩,20120102,20.9665
4526,東台,20120102,23.0793
4532,瑞智,20120102,22.2828
5484,慧友,20120102,16.8879
5515,建國,20120102,12.4421
5519,隆大,20120102,23.0724
5521,工信,20120102,6.0396
5522,遠雄,20120102,41.7785
5525,順天,20120102,12.4907
5531,鄉林,20120102,10.2343
5533,皇鼎,20120102,17.0292
5534,長虹,20120102,45.1851
5203,訊連,20120102,60.0117
5215,科嘉-KY,20120102,34.7373
5388,中磊,20120102,29.8159
5434,崇越,20120102,39.8096
5607,遠雄港,20120102,13.9893
5469,瀚宇博,20120102,11.0278
5471,松翰,20120102,34.942
6128,上福,20120102,23.3092
6131,鈞泰,20120102,37.564
6133,金橋,20120102,6.9648
6136,富爾特,20120102,24.6215
6139,亞翔,20120102,25.2
6141,柏承,20120102,14.3888
6142,友勁,20120102,8.26
5906,台南-KY,20120102,137.417
6005,群益證,20120102,9.5551
6024,群益期,20120102,9.1867
6108,競國,20120102,16.5311
6112,聚碩,20120102,19.8626
6115,鎰勝,20120102,33.1438
6116,彩晶,20120102,2.4889
6117,迎廣,20120102,11.1151
6120,達運,20120102,13.4209
6152,百一,20120102,17.7113
6216,居易,20120102,14.6305
6224,聚鼎,20120102,43.6556
6225,天瀚,20120102,6.5618
6226,光鼎,20120102,7.6763
6153,嘉聯益,20120102,37.241
6155,鈞寶,20120102,18.1835
6164,華興,20120102,10.1289
6165,浪凡,20120102,7.1487
6166,凌華,20120102,30.0254
6168,宏齊,20120102,12.2791
6172,互億,20120102,4.2652
6177,達麗,20120102,16.3549
6183,關貿,20120102,16.4361
6184,大豐電,20120102,47.1107
6189,豐藝,20120102,16.971
6191,精成科,20120102,12.0226
6192,巨路,20120102,56.2597
6196,帆宣,20120102,18.0526
6230,尼得科超眾,20120102,25.0196
6235,華孚,20120102,9.8405
6239,力成,20120102,58.8261
6243,迅杰,20120102,14.6
6251,定穎,20120102,11.6546
6257,矽格,20120102,18.0515
6197,佳必琪,20120102,24.7739
6201,亞弘電,20120102,23.6087
6202,盛群,20120102,24.7405
6205,詮欣,20120102,15.2259
6206,飛捷,20120102,52.6371
6209,今國光,20120102,27.2121
6213,聯茂,20120102,25.7163
6214,精誠,20120102,29.7163
6215,和椿,20120102,11.5136
6176,瑞儀,20120102,77.0953
6277,宏正,20120102,48.7218
6278,台表科,20120102,56.6315
6281,全國電,20120102,51.0041
6282,康舒,20120102,15.8231
6283,淳安,20120102,11.0303
6285,啟碁,20120102,45.1688
6289,華上,20120102,13.9169
6269,台郡,20120102,42.623
8046,南電,20120102,60.0193
8070,長華,20120102,58.0078
8072,陞泰,20120102,89.3407
6271,同欣電,20120102,90.11
6505,台塑化,20120102,87.8032
6605,帝寶,20120102,56.3008
8011,台通,20120102,40.9387
8016,矽創,20120102,30.2505
8021,尖點,20120102,17.2368
8033,雷虎,20120102,8.3999
8039,台虹,20120102,30.419
8081,致新,20120102,65.1131
8101,華冠,20120102,38.0352
8103,瀚荃,20120102,32.1858
8105,凌巨,20120102,7.4771
8110,華東,20120102,7.7272
8114,振樺電,20120102,42.4947
8131,福懋科,20120102,21.4468
8163,達方,20120102,14.6603
8201,無敵,20120102,14.3264
8210,勤誠,20120102,17.1585
8213,志超,20120102,21.2333
8215,明基材,20120102,10.2258
8249,菱光,20120102,12.9933
8261,富鼎,20120102,10.1703
8112,至上,20120102,13.2213
8422,可寧衛,20120102,163.234
8427,基勝-KY,20120102,70.005
8926,台汽電,20120102,18.3148
8940,新天地,20120102,22.7327
8996,高力,20120102,28.6186
9103,美德醫療-DR,20120102,3.15
910322,康師傅-DR,20120102,37.3626
9105,泰金寶-DR,20120102,1.7807
910861,神州-DR,20120102,12.9147
9110,越南控-DR,20120102,8.4554
911608,明輝-DR,20120102,5.7996
911616,杜康-DR,20120102,11.6
9924,福興,20120102,9.8646
9925,新保,20120102,25.281
9926,新海,20120102,35.7635
9927,泰銘,20120102,25.2406
911622,泰聚亨-DR,20120102,12.8
911868,同方友友-DR,20120102,4.1
912000,晨訊科-DR,20120102,4.7187
912398,友佳-DR,20120102,9.7342
9136,巨騰-DR,20120102,6.361
9188,精熙-DR,20120102,2.2606
8411,福貞-KY,20120102,59.5572
9906,欣巴巴,20120102,5.1778
9907,統一實,20120102,11.1523
9939,宏全,20120102,52.5785
9940,信義,20120102,35.5326
9941,裕融,20120102,42.8663
9942,茂順,20120102,44.9587
9943,好樂迪,20120102,37.2992
9944,新麗,20120102,19.184
9945,潤泰新,20120102,21.2628
9946,三發地產,20120102,12.0976
