證券代碼,簡稱,年月,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值
1507,永大,200903  ,0.5,2.22,2.24,25.39,10.49,10.61,7.99,0.12,170.36,8.05,14.9,0.07,23.56,0.01,6.47,0.68,0.69,8.09,-1.6,33.03,53.63,53.63,0.63,9.06,15.33,0.53,213.37,139.38,63.69,36.31,57.01,343.87,6.75,6.82,5270755,70.34,2.96,0.7,-286890,210.49,1.11,3.7,0.62,0.49,5977431
1512,瑞利,200903  ,-0.23,-1.81,-1.69,7.86,-6.91,-6.11,-4.61,0.8,53.19,-4.32,14.77,2.72,12.25,0.5,4.88,-0.34,-0.3,-6.24,-479.67,-185.25,-120.8,-120.8,-169.17,5.87,0.27,-0.26,66.99,27.51,37.82,62.18,164.43,68.19,-3.37,-2.98,-1107850,75.37,5.75,0.6,27924,120,1.57,1.03,0.49,0.3,1099902
1513,中興電,200903  ,0.29,1.72,1.43,19.17,5.57,7.53,5.87,1.95,141.01,4.9,13.59,12.81,15.7,1.78,4.67,0.26,0.35,-19.02,-50.65,-26.49,-31.82,-31.82,-45.78,4.71,-0.9,-0.38,138.81,52.82,49.43,50.57,102.31,185.31,2.55,3.44,2527235,73.29,6.17,0.58,-456483,221.75,1.17,1.99,1.05,0.7,7728000
1514,亞力,200903  ,0.13,1.12,1.08,16.4,4.7,5.71,3.46,1.02,140.12,3.31,11.7,-16.79,12.16,-1.41,4.11,0.19,0.24,1.21,63.57,654.78,372.04,372.04,155.72,-2.58,-5.7,0.47,169.28,98.6,56.32,43.68,77.57,207.82,1.85,2.25,1110819,98.75,2.34,0.71,-2323,172.47,1.3,2.63,0.46,0.3,1063644
1515,力山,200903  ,0.06,0.78,-0.34,26.91,6.55,8.19,2.38,1.64,130.77,-1.04,20.57,-4.91,7.41,-0.53,2.48,0.16,0.2,-34.9,193.44,118.42,105.94,105.94,93.79,-19.09,-26.76,4.59,84.66,59.37,35.77,64.23,179.54,103.94,1.62,2.03,-382284,58.74,4.02,0.46,-109476,98.57,1.31,1.15,0.51,0.24,857940
1516,川飛,200903  ,-0.1,-9.9,-9.9,4.91,-83.34,-76.68,-73.61,6.67,5.57,-73.61,88.26,-3.3,0.97,-0.05,0.12,-0.1,-0.1,-92.71,49.59,48.68,50.76,50.76,50.76,-77.5,-85.47,0.64,131.19,87.89,40.84,59.16,144.86,822.59,-1.14,-1.05,40363,61.32,1.02,0.23,27,15.29,0.54,8.64,14.27,3.35,1274430
1517,利奇,200903  ,0.19,1.56,1.49,15.91,7.38,11.49,8.3,4.11,186.53,7.95,8.53,33.96,12.27,0.91,3.02,0.22,0.35,-28.93,0.34,318.89,273.73,273.73,221.94,3.27,6.08,0.79,575.38,462.72,79.38,20.62,25.98,466.18,2.23,3.48,2902830,38.73,2.98,0.58,-36190,156.87,0.75,3.45,0.75,0.66,2107381
1519,華城,200903  ,0.65,4.38,4.06,25.14,9.5,9.02,7.14,-0.48,160.78,6.62,15.64,31.92,14.8,4.17,7.74,0.74,0.8,16.12,-25.99,-30.71,-28.54,-28.54,-19.3,-5.95,6.73,-0.98,167.96,62.46,49.72,50.28,101.15,228.93,8.46,8.02,1920814,135.36,3.91,1.13,79187,210.35,2.45,5.06,2.2,0.8,7037212
1521,大億,200903  ,0.51,3.01,3.02,16.81,5.22,6.49,5.98,1.27,143.97,6.02,11.67,3.27,17.11,0.33,8.45,0.44,0.55,-19.16,1029.95,76.58,83.5,83.5,89.32,-1.38,-1.8,0.99,138.07,75.82,55.53,44.47,80.09,152.54,4.41,5.48,292746,67.65,5.79,1.08,34903,76.1,2.01,2.68,0.77,0.37,998613
1522,堤維西,200903  ,0.69,3.53,3.67,22.33,7.05,8.12,7.31,1.07,152.11,7.6,14.68,4.21,18.87,0.82,9.42,0.66,0.79,-6.9,216.32,264.84,248.76,248.76,1637.84,-0.69,5.76,1.29,125.05,80.81,38.35,61.65,160.77,130.51,6.74,7.76,1304885,85.13,3.38,0.74,-669168,69.12,1.93,1.49,0.87,0.42,4382710
1524,耿鼎,200903  ,0.03,0.24,0.24,10.8,-0.73,0.41,0.62,1.14,93.65,0.61,11.53,6.55,13.9,0.83,5.31,-0.04,0.02,-3.56,-229.46,113.14,129.16,129.16,120.47,-0.73,2.74,0.49,68.26,35.55,39.39,60.61,153.86,84.82,-0.38,0.22,-620469,46.31,7.09,0.61,455775,66,1.56,0.83,0.65,0.44,1393254
1525,江申,200903  ,0.22,0.79,0.79,-6.81,-19.81,11.1,10.23,30.92,-52.4,10.23,13,-29.64,28.56,-0.92,2.12,-0.42,0.24,-39.23,-88.72,-10.92,-15.99,-15.99,-24.24,-0.9,11.87,-0.15,306.06,191.63,83.97,16.03,19.09,349.15,-4.33,2.43,408164,18.25,4.4,0.25,79155,119.31,0.31,1.06,0.49,1.05,899579
1526,日馳,200903  ,-0.14,-2.12,-2.19,11.29,-4.92,-7.34,-6.51,-2.42,69.66,-6.72,16.21,1.46,6.51,0.06,2.14,-0.11,-0.16,-22.35,-216.23,-765.26,-704.54,-704.54,-755.03,-0.75,1.34,-1.24,159.04,64.42,45.46,54.54,119.96,143.36,-1.05,-1.57,145925,86.69,3.69,0.59,6108,182.15,1.3,1.23,0.92,0.62,375495
1527,鑽全,200903  ,0.96,6.5,6.9,26.49,10.64,49.5,38.39,38.86,167.11,40.79,15.85,1.77,14.98,0.53,2.63,0.28,1.24,-44.63,-68.44,142.97,145.25,145.25,95.92,-18.27,-19.61,5.76,98.17,35.43,32.78,67.22,205.05,160.44,2.6,12.1,-95407,32.24,5.11,0.2,-269228,169.08,0.68,1.03,1.34,1.41,3484318
1528,恩德,200903  ,0.03,0.27,0.21,19.2,-6.35,0.88,1.03,7.23,75.15,0.8,25.56,2.64,13.94,0.22,3.54,-0.23,0.03,-51.58,-166.44,48.57,2836.36,2836.36,9.98,-8.06,-14.51,0.17,263.04,126.14,47.07,52.93,112.47,313.44,-2.26,0.31,1500402,117.31,1.69,0.46,28708,432.71,1.04,2.17,0.53,0.29,836544
1529,樂士,200903  ,-0.18,-2.53,-2.53,-22.71,-41.05,-34.2,-34.2,6.84,-123.82,-34.21,18.34,0.13,7.2,0,0.54,-0.22,-0.18,-52.65,23.24,23.56,23.7,23.7,35.56,-27.14,-25.28,0.38,279.5,31.36,69.59,30.41,43.7,449.87,-2.22,-1.85,807481,91.11,3.45,0.21,4526,814.72,0.3,1.29,0.54,1.54,616473
1530,亞崴,200903  ,0.12,0.5,0.49,23.49,0.18,2.98,4.34,2.8,100.76,4.24,23.31,11,23.82,1.12,2.55,0,0.08,-73.59,-99.71,-94.38,-88.88,-88.88,-88.6,-7.45,-1.17,-2.2,257.46,85.31,60.01,39.99,66.63,231.24,0.05,0.81,1326637,90.03,1.58,0.27,52285,747.55,0.46,0.88,1.02,0.69,1993354
1531,高林股,200903  ,0.44,2.1,2.08,26.33,8.3,17.48,12.9,9.18,146.04,12.75,18.03,6.11,21.49,0.21,3.78,0.31,0.66,-34.44,-35.98,842.61,8.6,8.6,8.76,-16.42,2.53,-0.02,579.93,404.36,77.91,22.09,28.35,301.35,3.13,6.6,3208852,53.22,2.34,0.49,50682,292.31,0.65,1.8,0.62,0.75,2559251
1532,勤美,200903  ,0.55,2.75,2.93,19.74,7.31,8.38,11.3,1.07,158.78,12.01,12.43,-0.23,24.72,-0.16,11.53,0.84,0.99,-29.51,-50.83,-42.22,-6.52,-6.52,-2.44,3.94,17.54,-0.09,89.84,16.69,36.73,63.27,172.23,133.73,8.59,9.86,-1875586,92.18,6.02,0.35,421566,377.85,0.97,1,0.94,0.37,6243856
1533,車王電,200903  ,0.1,0.54,0.45,31.51,-1.46,4.46,2.77,5.92,95.57,2.33,32.97,10.91,19.16,0.7,3.71,-0.05,0.17,-39.11,-107.23,10.46,71.85,71.85,68.18,-4.93,-3.77,0.05,308.73,136.23,52.93,47.07,88.93,220.48,-0.54,1.65,1290747,69.97,4.37,0.41,-6221,386.39,0.78,1.1,0.75,0.79,1378735
1535,中宇,200903  ,0.85,5.09,5.08,8.93,5.48,7.21,5.91,1.73,258.64,5.91,3.45,11.33,17.1,1.39,14.38,0.79,1.04,14.69,5.53,24.5,31.4,31.4,31.81,20.32,33.54,0.66,192.88,107.25,57.26,42.74,74.63,1479.07,7.88,10.37,1287982,61.59,20.82,1.89,29831,55.87,3.44,49.87,1.94,0.5,3747508
1536,和大,200903  ,-0.49,-4.76,-4.38,16.22,-18.84,-20.11,-19.21,-1.28,46.27,-17.66,35.05,-2.51,10.1,-0.49,1.83,-0.35,-0.52,-53.59,-150.88,-230.28,-269.77,-269.77,-242.46,-8.38,-38.35,-1.56,99.14,48.77,23.09,76.91,333.18,102.42,-4.87,-5.2,-20549,125.02,1.47,0.23,-37473,358.83,0.99,0.42,1.07,0.62,1334437
1537,廣隆,200903  ,-0.12,-0.83,-1.37,8.35,-2.44,-1.86,-1.41,0.58,77.42,-2.32,10.79,11.81,19.43,2.08,10.55,-0.26,-0.22,-21.58,-120.65,-116.42,-115.78,-115.78,-140.53,-17.77,-4.53,-2.95,134.88,75.09,48.24,51.76,107.29,147.73,-2.83,-2.16,412008,78.51,7.2,1.1,-53342,109.55,2.35,2.89,0.89,0.32,1154774
1538,正峰,200903  ,0.13,0.85,1.71,14.13,-2.66,7.6,4.74,10.26,84.15,9.53,16.79,23.83,14.96,1.76,2.29,-0.06,0.2,-74.53,-243.91,359.13,199.97,199.97,612.26,-26.74,27.45,-0.52,210.7,164.35,58.62,41.38,70.59,191.03,-0.71,2.02,1132644,35.72,2.38,0.37,-4130,64.14,0.72,1.18,1.53,0.94,3171115
1539,巨庭,200903  ,0.08,0.69,0.69,10.11,-6.52,4.54,3.38,11.06,60.79,3.38,16.63,8.91,12.28,0.82,2.48,-0.16,0.11,-64.16,-261.68,119.28,119.25,119.25,119.25,-21.5,0.63,1.92,140.91,43.56,53.74,46.26,86.09,168.61,-1.62,1.12,245029,91.08,2.64,0.41,13590,380.35,0.81,1.24,0.39,0.24,314430
1540,喬福,200903  ,1.37,7.27,7.2,33.97,25.52,28.05,21.5,2.53,402.13,21.31,8.45,34.79,19.59,3.06,5.56,1.42,1.79,-18.09,30.49,116.55,121.92,121.92,97.13,1.62,8.41,2.55,247.68,102.96,68.92,31.08,45.11,293.98,15.14,16.64,895322,73.67,6.83,0.87,79,264.65,1.35,3.87,1.28,0.83,1724317
1541,錩泰,200903  ,0.29,2.42,2.42,14.65,1,12.55,10.76,11.55,107.32,10.76,13.65,-10.6,12.01,-0.28,2.67,0.03,0.34,-36.6,14638.5,214.07,215.27,215.27,216.23,-4.3,8.32,3.73,242.59,163.28,81.81,18.19,22.23,163.15,0.27,3.35,270926,35.23,3.77,0.74,-11500,90.97,0.9,1.44,0.73,0.46,630246
1558,伸興,200903  ,1.37,5.25,5.29,26.51,11.98,15.76,11.99,3.78,182.43,12.08,14.53,46.18,27.03,5.25,10.6,1.27,1.81,-15.48,51.19,133.21,63.87,63.87,57.73,10.28,9.62,1.5,208.86,138.38,66.35,33.65,50.72,179.9,13.73,18.06,538327,57.52,4.07,1.11,-9334,72.14,1.75,3.04,0.8,0.37,936649
1560,中砂,200903  ,-0.75,-3.07,-3.08,-15.6,-34.45,-33.89,-24.68,0.56,-82.78,-24.72,18.85,-0.91,23.99,-0.08,3.04,-1.05,-1.03,-51.89,-219.88,-234.12,-223.74,-223.74,-223.96,-11.91,-9.05,-3.81,110.38,56.22,66.1,33.9,51.28,104.86,-10.46,-10.29,131721,28.29,3.46,0.33,40659,186.33,0.5,0.5,0.95,1.14,3207750
1582,信錦,200903  ,1.21,4.5,4.76,27.34,16.08,16.41,11.56,0.33,242.84,12.23,11.26,43.84,28.31,5.05,10.64,1.71,1.75,40.82,77.81,99.68,114.78,114.78,128.81,105.44,163.96,1.72,304.12,269.6,65.53,34.47,52.61,664.64,17.13,17.48,3178630,61.59,2.58,1,-126912,69.56,1.56,9.87,1.73,1.49,6623232
1583,程泰,200903  ,-0.06,0.08,-0.07,22.81,-4.4,-0.04,0.72,4.37,83.82,-0.64,27.22,7.99,22.63,1.82,4.18,-0.18,0,-74.36,-107.31,-100.09,-97.76,-97.76,-101.96,-9.48,-9.88,-1.82,200.66,66.7,54.84,45.16,82.34,220.31,-1.9,-0.02,1984860,98.08,1.48,0.24,27762,816.65,0.46,0.84,0.99,0.39,1941383
1603,華電,200903  ,0.14,1.16,0.77,15.5,9.96,9.06,7,-0.89,279.56,4.65,5.55,5.05,12.36,0.49,2.03,0.2,0.18,-35.93,-30.39,-53.12,-62.7,-62.7,-74.07,-6.86,-4.91,-1.06,63.54,35.87,49.74,50.26,101.05,115.5,1.68,1.53,-1012619,38.1,3.53,0.32,-47573,202.65,0.66,0.76,0.54,0.56,1899765
1604,聲寶,200903  ,0.06,0.6,-0.37,22.46,-0.7,2,2,2.69,97,-1.23,23.15,14.9,9.36,0.8,2.77,-0.02,0.06,-20.23,54.64,-97.71,-97.71,-97.71,-101.5,-18.71,20.74,-14.69,103.93,66.4,57.68,42.32,73.38,182.34,-0.19,0.53,177601,33.65,6.14,0.68,-49816,89.28,1.2,2.15,0.44,0.35,3444213
1605,華新,200903  ,0.02,0.8,-0.06,11.82,7.88,2.27,1.98,-5.61,300.01,-0.15,3.94,10.16,17.44,1.19,7.33,0.58,0.16,-47.09,111.13,-35.94,-27.58,-27.58,82.97,-21.78,-12.43,-0.38,111.07,63.56,58.58,41.42,70.71,200.65,5.5,1.58,4065315,39.91,11.46,0.92,-1419264,77.21,1.62,3.16,0.4,0.16,21618560
1608,華榮,200903  ,0.12,-0.76,-1.98,-6.64,-9.75,-2.99,-3.63,6.76,-213.22,-9.47,3.11,26.07,12.2,0.75,3.44,-0.34,-0.1,-69.18,-1395.69,69.13,62.56,62.56,-3781.23,-22.46,-23.16,0.9,380.52,153.37,75.2,24.8,32.97,217.55,-2.77,-0.85,4395754,47.09,8.47,0.62,-137741,189.81,0.83,1.8,0.51,0.2,3385336
1609,大亞,200903  ,-0.25,-0.94,-1.56,1.87,-4.25,-3.96,-2.6,0.3,30.5,-4.32,6.12,23.35,11.76,1.62,4.86,-0.21,-0.19,-55.67,-164.68,-2381.88,-221.39,-221.39,-174.11,-15.76,-15.69,-0.23,216.3,132.03,50.72,49.28,97.17,226.9,-2.04,-1.9,4648313,61.78,5.53,0.72,-271027,165.56,1.44,2.39,0.48,0.16,3170362
1611,中電,200903  ,0.21,1.23,1.19,23.87,9.06,9.34,6.95,0.28,161.14,6.74,14.81,20.8,14.29,0.5,2.72,0.25,0.25,-20.91,109.78,32.44,26.67,26.67,65.78,-15,-15.73,-0.06,330.02,266.24,81.35,18.65,22.93,330.29,2.46,2.54,2096430,24.17,4.54,0.58,425208,89.97,0.71,2.08,0.87,1.03,4733291
1612,宏泰,200903  ,0.18,1.25,0.8,7.4,2.67,5.65,4.9,2.98,156.31,3.15,4.74,68.11,14.67,1.21,3.73,0.1,0.21,-43.59,-69.89,-43.55,-36.51,-36.51,-57.11,-21.62,-13.49,-0.7,533.93,376.77,88.74,11.26,12.69,315.98,0.99,2.11,2490980,34.32,5.77,0.91,-21964,119.44,1.02,3.17,0.69,0.55,3273925
1614,三洋電,200903  ,0.18,1.1,0.93,23.61,2.95,4.22,3.44,1.27,114.25,2.92,20.67,34.19,16.84,0.94,5.42,0.16,0.23,8.76,-33.41,-31.51,-32.91,-32.91,-35.16,-8.91,-9.63,-0.47,509.43,392.05,77.8,22.2,28.54,273.87,1.53,2.2,3433443,29.49,13.19,1.01,171079,75.01,1.28,3.47,1.27,1.11,6522042
1615,大山,200903  ,-0.16,-1.32,-1.78,1.88,-1.98,-2.08,-2.37,-0.09,48.63,-3.18,3.86,39.57,11.69,1.65,6.55,-0.13,-0.14,-47.28,-119.15,-121.35,-132.12,-132.12,-142.69,-21.94,-9.64,-3.33,185.47,107.99,65.38,34.62,52.94,138.53,-1.3,-1.36,344116,53.82,7.38,1.39,13664,84.98,2.23,2.84,0.72,0.2,812572
1616,億泰,200903  ,0.07,0.56,-0.62,6.57,0.61,1.71,1.28,1.1,110.21,-1.43,5.96,60.26,11.2,3.69,4.84,0.03,0.08,-56.82,-94.32,-66.72,-68.52,-68.52,-119.29,-28.12,-7.89,-0.96,179.68,106.87,60.86,39.14,64.31,194.97,0.29,0.81,924261,74.9,3.31,0.97,-4578,161.12,1.74,3.11,0.44,0.14,929969
1617,榮星,200903  ,-0.67,-5.34,-5.77,-14.02,-25.27,-17.46,-14.46,7.81,-124.59,-15.63,11.25,18.66,12.04,2.65,4.64,-1.17,-0.81,-69.85,-1216.26,-151.9,-210.09,-210.09,-191.21,-16.36,-11.28,-1.69,128.05,109.98,44.28,55.72,125.86,171.27,-11.67,-8.07,470194,45.96,3.4,0.67,7739,119.1,1.48,2.53,0.43,0.12,611114
1618,合機,200903  ,-0.04,-0.2,-0.98,0.81,-5.29,0.39,-1.53,5.67,13.23,-7.65,6.09,6.64,24.79,0.26,2.43,-0.13,0.01,-23.69,-471.66,51.21,-474.47,-474.47,-1966.19,33.09,72.05,-0.39,139.21,64.83,81.88,18.12,22.14,226.03,-1.31,0.1,356341,16.95,6.35,0.4,7663,117.14,0.51,0.86,0.44,0.82,2521893
1701,中化,200903  ,0.14,1.09,1.09,33.44,5.8,4.82,4.07,-0.98,121,4.06,27.63,4.3,13.68,0.33,3.67,0.21,0.18,8.57,-19.29,-38.52,-46.56,-46.56,-46.91,3.76,-2.72,-0.49,129.53,83.82,60.79,39.21,64.49,137.9,2.13,1.77,666018,59.14,2.86,0.65,-46275,177.09,1.07,1.47,1.06,1.08,4292366
1702,南僑,200903  ,0.01,0.57,0.51,30.21,2.54,0.95,0.87,-1.58,109.17,0.78,27.68,16.91,10.39,2.37,7.52,0.19,0.07,-0.99,-31.58,-72.9,-58.12,-58.12,-59.81,-4.6,5.81,-0.46,100.21,63.09,32.25,67.75,210.04,92.29,1.58,0.59,7041,71.98,5.81,0.82,167703,110.29,2.6,1.44,0.64,0.21,1614785
1707,葡萄王,200903  ,0.29,2.88,4.83,38.94,15.13,17.47,11.04,2.35,163.54,18.53,23.81,2.97,13.15,0.15,3.57,0.54,0.62,11.22,20.57,191.72,191.14,191.14,162.05,3.73,1.12,0.45,179.76,154.12,70.91,29.09,41.03,184.09,5.41,6.24,516610,13.94,15.64,0.72,-5472,48.19,1.04,1.92,1.59,1.26,2721912
1708,東鹼,200903  ,0.28,1.35,1.35,19.68,8.39,7.83,6.31,-0.56,174.32,6.31,11.29,-5.43,20.1,-0.28,4.35,0.36,0.34,-18.07,-71.54,-72.35,-70.43,-70.43,-70.23,-1.02,2.06,-2.19,232.34,120.3,70.1,29.9,42.65,158.66,3.65,3.4,1065079,32.92,9.02,0.59,-77731,149.17,0.85,1.28,1.51,1.42,4782522
1709,和益,200903  ,0.17,1.55,1.49,11.18,3.55,5.59,4.17,2.03,146.61,4,7.63,15.67,13.73,0.66,5.31,0.19,0.3,-32.12,-53.16,2.55,27.62,11.22,8.58,-6.35,7.02,-0.06,284.05,110.03,69.88,30.12,43.1,201.06,1.93,3.04,2329887,63.85,8.61,1,-480254,158.36,1.49,2.67,0.78,0.35,3244339
1710,東聯,200903  ,0.3,2.31,2.24,10.62,5.64,17.22,14.04,11.57,213.37,13.61,4.98,29.74,15.99,0.64,2.77,0.16,0.48,-46.27,-87.76,-61.04,-57.45,-57.45,-58.76,-11.03,-6.77,-2.81,210.97,182.02,87.81,12.19,13.89,343.99,1.54,4.69,1880827,6.35,16.02,0.58,51863,17.65,0.66,2.21,1.01,1.14,12762166
1711,永光,200903  ,-0.13,-0.95,-0.98,11.48,-5.27,-4.12,-4.14,1.15,68.52,-4.26,16.75,24.87,13.37,1.4,3.17,-0.17,-0.13,-30.33,-375.34,-350.19,-829.08,-829.08,-587.15,-4.27,1,-0.84,201.85,84.02,66.68,33.32,49.97,189.79,-1.68,-1.31,2224946,67.58,3.83,0.59,124359,290.35,0.91,1.58,0.82,0.65,4271762
1712,興農,200903  ,0.4,3.01,3.01,28.62,5.05,5.98,4.4,0.94,121.41,4.4,23.57,14.66,13.67,1.51,9.16,0.46,0.55,-8.85,-27.52,6.13,3.45,3.45,4.3,11.27,2.93,0.23,130.91,67.7,50.42,49.58,98.32,148.93,4.56,5.41,1085637,74.45,7.44,1.35,59292,77.67,2.73,3.71,0.88,0.29,4086447
1713,國化,200903  ,-0.02,-0.17,-0.17,2.96,-8.11,-6.81,-4.93,1.3,26.76,-4.93,11.07,72.47,14.34,0.12,0.5,-0.04,-0.03,-49.38,-290.54,-175.53,-157.14,-157.14,-157.14,-2.95,-2.62,-0.47,4445.35,3990.21,94.01,5.99,6.38,424.3,-0.41,-0.34,1043493,7.97,4.32,0.13,1434,210.19,0.14,0.59,0.57,2.52,1230251
1714,和桐,200903  ,0.38,2.35,0.65,5.59,1.83,3.58,3.07,1.75,148.79,0.85,3.75,9.94,12.17,1.94,11.27,0.21,0.43,-51.25,-51.14,31.53,22.58,22.58,-66.38,-17.47,12.82,0.01,135.77,68.86,40.78,59.22,145.22,231.32,2.08,4.06,4030474,71.63,7.77,1.21,60221,86.91,3.06,5.73,0.7,0.12,4907677
1717,長興,200903  ,1.24,6.37,0.14,16.9,3.42,23.59,20.12,20.17,125.41,0.45,13.47,40.81,20.11,3.57,6.09,0.21,1.45,-34.58,-70.82,190.76,286.99,286.99,-93.06,0.18,13.39,2.32,230.56,168.37,53.58,46.42,86.65,182.3,2.11,14.51,10167883,57.52,3.3,0.64,424225,175.53,1.27,1.74,0.9,0.53,16131100
1718,中纖,200903  ,-0.34,-1.58,-1.26,15.36,-9.13,-10.53,-9.5,-1.4,62.72,-7.57,24.49,-15.61,13.04,-3.36,4.25,-0.39,-0.45,-47.77,-141.22,-187.08,-214.8,-214.8,-163.17,6.17,-16.08,-0.27,330.37,81.14,8.72,91.28,1046.17,261.37,-2.99,-3.45,55167980,13.47,6.64,0.06,-3870039,50.29,0.67,1.56,0.49,0.27,7033019
1720,生達,200903  ,0.45,2.59,2.59,49.32,13.57,16.36,13.13,2.79,137.97,13.13,35.75,30.91,16.96,1.01,3.34,0.45,0.56,-1.89,-2.68,32.39,32.61,32.61,25.64,-0.7,1.31,0.46,404.29,299.96,77.57,22.43,28.92,234.38,4.67,5.62,1510257,38.53,3.33,0.59,-1121,157.52,0.79,1.8,1.39,1.65,3577052
1721,三晃,200903  ,-0.02,-0.37,-0.37,8.38,-0.15,-1.09,-1.09,-0.94,98.19,-1.09,8.54,15.22,6.06,0.85,3.52,-0.01,-0.02,-37.05,95.51,-150.37,-150.37,-150.37,79.65,-8.78,-12.64,-0.13,108.99,56.42,46.03,53.97,117.27,120.15,-0.03,-0.22,63213,82.27,3.09,0.61,-20103,193.18,1.36,1.37,1.35,0.67,1026362
1722,台肥,200903  ,0.41,0.81,0.79,13.46,8.98,15.11,8.23,6.12,300.69,8.05,4.48,-9.96,51.36,-0.21,5,0.45,0.76,7.48,25.59,-41.62,-57.92,-57.92,-58.69,-2.34,-3.57,-0.88,863.53,457.7,79.85,20.15,25.24,184.89,4.5,7.56,15546045,14.37,8.72,0.31,-2632601,130.2,0.39,0.72,1.35,3.92,68110000
1723,中碳,200903  ,0.92,4.5,4.48,26.92,20.83,24.13,19.8,3.3,442.18,19.71,6.09,36.34,20.97,1.06,4.66,0.97,1.13,-39.38,-51.95,-48.65,-45.3,-45.3,-46.59,-10.78,-5.39,-3.22,495.25,450.49,86.71,13.29,15.33,477.44,9.43,10.93,2644647,10.26,13.29,0.78,9992,17.84,0.91,4.32,2.71,1.66,13077101
1724,台硝,200903  ,0.09,0.75,0.72,13.67,1.19,3.95,3.89,2.76,109.51,3.73,12.48,4.12,12.17,0.18,2.37,0.03,0.09,-32.39,-82.09,-60.7,-59.19,-59.19,52,0.68,0.5,-0.75,165.02,111.09,70.64,29.36,41.56,289.29,0.28,0.94,362734,37.71,3.51,0.53,105132,153.22,0.78,2.2,0.66,0.6,1032220
1725,元禎,200903  ,0.03,0.28,0.74,3.75,1.29,0.31,0.21,-0.98,152.24,0.56,2.46,2.22,10.01,0.43,13.1,0.17,0.04,-45.65,-51.98,-89.79,-91.08,-91.08,-67.21,-19.63,-30.11,-1.14,130.96,111.92,33.59,66.41,197.66,292,1.67,0.4,807374,98.1,6.9,1.84,-42140,30.23,5.29,14.57,1.74,0.23,2372764
1726,永記,200903  ,0.79,2.27,1.94,20.12,8.65,11.37,9.16,2.71,175.46,7.83,11.47,26.85,35.71,2.19,8.66,0.75,0.98,-26.74,-41.89,-26.78,-22.44,-22.44,-31.97,2.74,6.94,-0.51,430.1,298.22,78.88,21.12,26.77,486.89,7.49,9.84,4358329,50.76,4.1,0.77,-85980,185.33,0.99,4.7,0.93,0.8,5362200
1727,中華化,200903  ,-0.07,-0.6,-0.58,12.74,-1.97,-2.03,-2.1,-0.07,87.33,-2.04,14.59,45.4,13.41,2.15,3.71,-0.07,-0.08,-37.36,-118.41,-118.14,-124.29,-124.29,-122.3,-9.34,8.68,-1.8,188.98,124.34,73.26,26.74,36.51,165.34,-0.77,-0.8,294762,52.96,2.48,0.78,2711,186.41,1.14,1.92,1.22,0.58,1141000
1730,花仙子,200903  ,0.22,1.76,1.7,47.41,7.15,7.19,5.65,0.04,117.75,5.45,40.26,7.24,12.62,0.25,3.88,0.28,0.28,-7.8,-17.39,-30.13,-26.7,-26.7,-16.26,0.67,1.87,-0.46,313.58,217.19,76.42,23.58,30.85,294.25,2.77,2.79,395593,58.11,3.37,0.93,-4032,157.85,1.25,3.55,0.74,0.56,498443
1731,美吾華,200903  ,0.19,1.45,0.34,21.41,1.47,3.88,3.01,2.41,107.35,0.71,19.94,-5.44,13.77,-0.36,5.66,0.08,0.26,-20.94,-18.58,-35.24,-38.36,-38.36,-70.69,-10.91,-2.17,-0.53,254.64,228.14,57.08,42.92,75.2,502.98,1,2.64,1083928,61.08,3.86,1.1,-45550,23.59,1.93,7.99,1.21,0.61,1763168
1732,毛寶,200903  ,0.32,2.9,2.9,46.31,9.64,9.85,7.28,0.21,126.3,7.28,36.66,-11.49,11.36,-0.27,4.46,0.43,0.44,-5.73,32.04,20.79,20.32,20.32,20.42,-3.44,-2.03,0.38,409.92,324.99,79.18,20.82,26.29,276.22,4.3,4.39,310332,54.81,4.4,1.24,-1758,129.34,1.59,4.33,0.81,0.57,388353
1733,五鼎,200903  ,1,6.37,6.38,48.08,36.07,42.42,28.32,6.36,400.2,28.34,12.01,28.61,16.22,0.91,3.08,1.11,1.5,23.47,37.34,98.37,64.61,64.61,67.16,0.92,-3.48,2.38,412.79,266.6,82.64,17.36,21.01,266.16,12.76,15.01,826487,40.75,6.39,0.75,3684,204.57,0.9,2.37,3.3,3.56,4444245
1734,杏輝,200903  ,0.32,1.75,1.19,39.98,6.8,8.88,7.23,2.08,120.51,4.93,33.18,1.29,15.51,0.13,3.63,0.25,0.36,-10.02,9.39,90.86,91.02,91.02,22.99,8.37,6.26,0.46,124.81,77.41,50.93,49.07,96.35,126.36,2.76,3.61,259394,46.91,3.88,0.48,-13279,156.94,0.97,0.89,1.77,1.66,2932759
