證券代碼,簡稱,年月,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼
1309,台達化,200903  ,M1300,M1300,13A,13A1
1310,台苯,200903  ,M1300,M1300,13A,13A1
1312,國喬,200903  ,M1300,M1300,13A,13A1
1313,聯成,200903  ,M1300,M1300,13A,13A7
1314,中石化,200903  ,M1300,M1300,13A,13A5
1315,達新,200903  ,M1300,M1300,13A,13A8
1316,上曜,200903  ,M1300,M1300,13A,13A6
1319,東陽,200903  ,M1300,M1300,15D,15D
1321,大洋,200903  ,M1300,M1300,13A,13A8
1323,永裕,200903  ,M1300,M1300,13A,13A8
1324,地球,200903  ,M1300,M1300,13A,13A9
1325,恒大,200903  ,M1300,M1300,14F,14F
1326,台化,200903  ,M1300,M1300,13A,13A1
1402,遠東新,200903  ,M1400,M1400,14A,14A1
1409,新纖,200903  ,M1400,M1400,14A,14A1
1410,南染,200903  ,M1400,M1400,14E,14E
1413,宏洲,200903  ,M1400,M1400,14A,14A2
1414,東和,200903  ,M1400,M1400,14A,14A1
1416,廣豐,200903  ,M1400,M1400,14B,14B1
1417,嘉裕,200903  ,M1400,M1400,14C,14C1
1418,東華,200903  ,M1400,M1400,14B,14B2
1419,新紡,200903  ,N.A.,N.A.,N.A.,N.A.
1423,利華,200903  ,M1400,M1400,14D,14D2
1432,大魯閣,200903  ,M1400,M1400,14C,14C2
1434,福懋,200903  ,M1400,M1400,14C,14C2
1435,中福,200903  ,M2300,M2329,23E,23E1
1436,華友聯,200903  ,M2500,M2500,25A,25A
1437,勤益控,200903  ,M2300,M2324,23G,23G2
1438,三地開發,200903  ,M1400,M1400,14B,14B1
1439,中和,200903  ,M1400,M1400,14D,14D2
1440,南紡,200903  ,M1400,M1400,14A,14A1
1441,大東,200903  ,M1400,M1400,14B,14B1
1442,名軒,200903  ,N.A.,N.A.,N.A.,N.A.
1443,立益,200903  ,M1400,M1400,14B,14B1
1444,力麗,200903  ,M1400,M1400,14A,14A2
1445,大宇,200903  ,M1400,M1400,14C,14C2
1446,宏和,200903  ,M1400,M1400,14C,14C2
1447,力鵬,200903  ,M1400,M1400,14A,14A7
1449,佳和,200903  ,M1400,M1400,14C,14C2
1451,年興,200903  ,M1400,M1400,14C,14C1
1452,宏益,200903  ,M1400,M1400,14A,14A2
1453,大將,200903  ,M1400,M1400,14B,14B1
1454,台富,200903  ,M1400,M1400,14C,14C2
1455,集盛,200903  ,M1400,M1400,14A,14A7
1456,怡華,200903  ,M1400,M1400,14C,14C2
1457,宜進,200903  ,M1400,M1400,14A,14A2
1459,聯發,200903  ,N.A.,N.A.,N.A.,N.A.
1460,宏遠,200903  ,M1400,M1400,14C,14C2
1463,強盛,200903  ,M1400,M1400,14E,14E
1464,得力,200903  ,M1400,M1400,14C,14C2
1465,偉全,200903  ,M1400,M1400,14C,14C2
1466,聚隆,200903  ,M1400,M1400,14A,14A7
1467,南緯,200903  ,M1400,M1400,14C,14C1
1468,昶和,200903  ,M1400,M1400,14C,14C2
1470,大統新創,200903  ,M1400,M1400,14E,14E
1471,首利,200903  ,M2300,M2328,23D,23D3
1472,三洋紡,200903  ,M1400,M1400,14A,14A7
1473,台南,200903  ,M1400,M1400,14C,14C1
1474,弘裕,200903  ,M1400,M1400,14C,14C2
1475,業旺,200903  ,M1400,M1400,14C,14C2
1476,儒鴻,200903  ,M1400,M1400,14C,14C2
1477,聚陽,200903  ,M1400,M1400,14C,14C1
1503,士電,200903  ,M1500,M1500,15B,15B1
1504,東元,200903  ,M1500,M1500,15B,15B1
1506,正道,200903  ,M1500,M1500,15D,15D
1507,永大,200903  ,M1500,M1500,15B,15B1
1512,瑞利,200903  ,M1500,M1500,15D,15D
1513,中興電,200903  ,M1500,M1500,15B,15B1
1514,亞力,200903  ,M1500,M1500,15B,15B1
1515,力山,200903  ,M1500,M1500,15A,15A1
1516,川飛,200903  ,M1500,M1500,99Z,99ZC
1517,利奇,200903  ,M1500,M1500,15E,15E
1519,華城,200903  ,M1500,M1500,15B,15B1
1521,大億,200903  ,M1500,M1500,15D,15D
1522,堤維西,200903  ,M1500,M1500,15D,15D
1524,耿鼎,200903  ,M1500,M1500,15D,15D
1525,江申,200903  ,M1500,M1500,15D,15D
1526,日馳,200903  ,M1500,M1500,15E,15E
1527,鑽全,200903  ,M1500,M1500,15A,15A1
1528,恩德,200903  ,M1500,M1500,15A,15A1
1529,樂士,200903  ,M1500,M1500,15B,15B1
1530,亞崴,200903  ,M1500,M1500,15A,15A1
1531,高林股,200903  ,M1500,M1500,15A,15A3
1532,勤美,200903  ,M2000,M2000,20A,20A2
1533,車王電,200903  ,M1500,M1500,15D,15D
1535,中宇,200903  ,M1500,M1500,15B,15B2
1536,和大,200903  ,M1500,M1500,15D,15D
1537,廣隆,200903  ,M1500,M1500,15Z,15Z
1538,正峰,200903  ,M1500,M1500,15A,15A1
1539,巨庭,200903  ,M1500,M1500,15A,15A1
1540,喬福,200903  ,M1500,M1500,15A,15A1
1541,錩泰,200903  ,N.A.,N.A.,N.A.,N.A.
1558,伸興,200903  ,M1500,M1500,15A,15A3
1560,中砂,200903  ,M1500,M1500,15A,15A2
1582,信錦,200903  ,M2300,M2328,23D,23D4
1583,程泰,200903  ,M1500,M1500,15A,15A1
1603,華電,200903  ,M1600,M1600,16,16
1604,聲寶,200903  ,M2300,M2325,15C,15C1
1605,華新,200903  ,M1600,M1600,16,16
1608,華榮,200903  ,M1600,M1600,16,16
1609,大亞,200903  ,M1600,M1600,16,16
1611,中電,200903  ,M1600,M1600,15C,15C4
1612,宏泰,200903  ,M1600,M1600,16,16
1614,三洋電,200903  ,M1600,M1600,15C,15C1
1615,大山,200903  ,M1600,M1600,16,16
1616,億泰,200903  ,M1600,M1600,16,16
1617,榮星,200903  ,M1600,M1600,16,16
1618,合機,200903  ,M1600,M1600,16,16
1701,中化,200903  ,M1700,M1722,17C,17C1
1702,南僑,200903  ,M1200,M1200,12B,12B
1707,葡萄王,200903  ,M1700,M1722,17C,17C2
1708,東鹼,200903  ,M1700,M1721,17Z,17Z
1709,和益,200903  ,M1700,M1721,17E,17E1
1710,東聯,200903  ,M1700,M1721,13A,13A5
1711,永光,200903  ,M1700,M1721,17B,17B
1712,興農,200903  ,M1700,M1721,17C,17C3
1713,國化,200903  ,M1700,M1721,17B,17B
1714,和桐,200903  ,M1700,M1721,17E,17E1
1717,長興,200903  ,M1700,M1721,17F,17F
1718,中纖,200903  ,M1700,M1721,13A,13A5
1720,生達,200903  ,M1700,M1722,17C,17C1
1721,三晃,200903  ,M1700,M1721,17F,17F
1722,台肥,200903  ,M1700,M1721,17C,17C3
1723,中碳,200903  ,M1700,M1721,17Z,17Z
1724,台硝,200903  ,M1700,M1721,17Z,17Z
1725,元禎,200903  ,M1700,M1721,17Z,17Z
1726,永記,200903  ,M1700,M1721,17B,17B
1727,中華化,200903  ,M1700,M1721,17Z,17Z
1730,花仙子,200903  ,M1700,M1721,17E,17E2
1731,美吾華,200903  ,M1700,M1722,17C,17C1
1732,毛寶,200903  ,M1700,M1721,17E,17E2
1733,五鼎,200903  ,M1700,M1722,17G,17G
1734,杏輝,200903  ,M1700,M1722,17C,17C1
1735,日勝化,200903  ,M1700,M1721,17F,17F
1736,喬山,200903  ,M1700,M1722,17G,17G
1737,臺鹽,200903  ,M1700,M1721,17C,17C2
1762,中化生,200903  ,M1700,M1700,17C,17C1
1773,勝一,200903  ,M1700,M1721,17Z,17Z
1795,美時,200903  ,M1700,M1722,17C,17C1
1802,台玻,200903  ,M1800,M1800,18,18
1805,寶徠,200903  ,M1800,M1800,18,18
1806,冠軍,200903  ,M1800,M1800,18,18
1808,潤隆,200903  ,M2500,M2500,25A,25A
1809,中釉,200903  ,M1800,M1800,18,18
1810,和成,200903  ,M1800,M1800,18,18
1903,士紙,200903  ,M1900,M1900,19A,19A
1904,正隆,200903  ,M1900,M1900,19A,19A
1905,華紙,200903  ,M1900,M1900,19B,19B
1906,寶隆,200903  ,M1900,M1900,19A,19A
1907,永豐餘,200903  ,M1900,M1900,19A,19A
1909,榮成,200903  ,M1900,M1900,19A,19A
2002,中鋼,200903  ,M2000,M2000,20A,20A3
2006,東和鋼鐵,200903  ,M2000,M2000,20A,20A2
2007,燁興,200903  ,M2000,M2000,20A,20A1
2008,高興昌,200903  ,M2000,M2000,20A,20A3
2009,第一銅,200903  ,M2000,M2000,20A,20A4
2010,春源,200903  ,M2000,M2000,20A,20A3
2012,春雨,200903  ,M2000,M2000,20A,20A1
2013,中鋼構,200903  ,M2000,M2000,20A,20A2
2014,中鴻,200903  ,M2000,M2000,20A,20A3
2015,豐興,200903  ,M2000,M2000,20A,20A2
2017,官田鋼,200903  ,M2000,M2000,20A,20A1
2020,美亞,200903  ,M2000,M2000,20A,20A7
2022,聚亨,200903  ,M2000,M2000,20A,20A1
2023,燁輝,200903  ,M2000,M2000,20A,20A3
2024,志聯,200903  ,M2000,M2000,20A,20A1
2025,千興,200903  ,M2000,M2000,20A,20A6
2027,大成鋼,200903  ,M2000,M2000,20A,20A6
2028,威致,200903  ,M2000,M2000,20A,20A2
2029,盛餘,200903  ,M2000,M2000,20A,20A3
2030,彰源,200903  ,M2000,M2000,20A,20A7
2031,新光鋼,200903  ,M2000,M2000,20A,20A3
2032,新鋼,200903  ,M2000,M2000,20A,20A6
2033,佳大,200903  ,M2000,M2000,20A,20A1
2034,允強,200903  ,M2000,M2000,20A,20A7
2038,海光,200903  ,M2000,M2000,20A,20A2
2049,上銀,200903  ,M1500,M1500,15A,15A2
2059,川湖,200903  ,M2300,M2328,20B,20B
2062,橋椿,200903  ,M9900,M9900,99B,99B
2101,南港,200903  ,M2100,M2100,21A,21A
2102,泰豐,200903  ,M2100,M2100,21A,21A
2103,台橡,200903  ,M2100,M2100,21C,21C
2104,國際中橡,200903  ,M2100,M2100,21C,21C
2105,正新,200903  ,M2100,M2100,21A,21A
2106,建大,200903  ,M2100,M2100,21A,21A
2107,厚生,200903  ,M2100,M2100,21B,21B2
2108,南帝,200903  ,M2100,M2100,21C,21C
2109,華豐,200903  ,M2100,M2100,21A,21A
2114,鑫永銓,200903  ,M2100,M2100,21B,21B1
2201,裕隆,200903  ,M2200,M2200,22A,22A
2204,中華,200903  ,M2200,M2200,22A,22A
2206,三陽工業,200903  ,M2200,M2200,22A,22A
2207,和泰車,200903  ,M2200,M2200,22X,22X
2208,台船,200903  ,M2600,M2600,22B,22B1
2227,裕日車,200903  ,M2200,M2200,22X,22X
2231,為升,200903  ,M1500,M1500,15D,15D
2301,光寶科,200903  ,M2300,M2325,23C,23C3
2302,麗正,200903  ,M2300,M2324,23D,23D1
2303,聯電,200903  ,M2300,M2324,23G,23G1A
2305,全友,200903  ,M2300,M2325,23C,23C2
2308,台達電,200903  ,M2300,M2328,23D,23D3
2312,金寶,200903  ,M2300,M2331,23E,23E1
2313,華通,200903  ,M2300,M2328,23B,23B2D
2314,台揚,200903  ,M2300,M2327,23K,23K2
2316,楠梓電,200903  ,M2300,M2328,23B,23B2D
2317,鴻海,200903  ,M2300,M2331,23A,23A1
2321,東訊,200903  ,M2300,M2327,23E,23E1
2323,中環,200903  ,M2300,M2326,23C,23C4
2324,仁寶,200903  ,M2300,M2325,23A,23A2
2327,國巨,200903  ,M2300,M2328,23D,23D5
2328,廣宇,200903  ,M2300,M2328,23D,23D2
2329,華泰,200903  ,M2300,M2324,23G,23G2
2330,台積電,200903  ,M2300,M2324,23G,23G1A
2331,精英,200903  ,M2300,M2325,23B,23B1
2332,友訊,200903  ,M2300,M2327,23E,23E2
2337,旺宏,200903  ,M2300,M2324,23G,23G1B
2338,光罩,200903  ,M2300,M2324,23G,23G6
2340,光磊,200903  ,M2300,M2326,23C,23C6B
2342,茂矽,200903  ,M2300,M2324,23G,23G1A
2344,華邦電,200903  ,M2300,M2324,23G,23G1B
2345,智邦,200903  ,M2300,M2327,23E,23E2
2347,聯強,200903  ,M2300,M2329,23T,23T1
2348,海悅,200903  ,M2300,M2329,23G,23G3B
2349,錸德,200903  ,M2300,M2326,23C,23C4
2351,順德,200903  ,M2300,M2324,23G,23G4
2352,佳世達,200903  ,M2300,M2325,23C,23C1
2353,宏碁,200903  ,M2300,M2325,23A,23A3
2354,鴻準,200903  ,M2300,M2331,23D,23D4
2355,敬鵬,200903  ,M2300,M2328,23B,23B2D
2356,英業達,200903  ,M2300,M2325,23A,23A2
2357,華碩,200903  ,M2300,M2325,23B,23B1
2358,廷鑫,200903  ,N.A.,N.A.,N.A.,N.A.
2359,所羅門,200903  ,M2300,M2329,23T,23T2
2360,致茂,200903  ,M2300,M2331,23H,23H2
2362,藍天,200903  ,M2300,M2325,23A,23A2
2363,矽統,200903  ,M2300,M2324,23G,23G5
2364,倫飛,200903  ,M2300,M2325,23A,23A2
2365,昆盈,200903  ,M2300,M2325,23C,23C3
2367,燿華,200903  ,M2300,M2328,23B,23B2D
2368,金像電,200903  ,M2300,M2328,23B,23B2D
2369,菱生,200903  ,M2300,M2324,23G,23G2
2371,大同,200903  ,M2300,M2331,23A,23A1
2373,震旦行,200903  ,M2300,M2331,23T,23T1
2374,佳能,200903  ,M2300,M2326,23U,23U1
2375,凱美,200903  ,M2300,M2328,23D,23D5
2376,技嘉,200903  ,M2300,M2325,23B,23B1
2377,微星,200903  ,M2300,M2325,23B,23B1
2379,瑞昱,200903  ,M2300,M2324,23G,23G5
2380,虹光,200903  ,M2300,M2325,23C,23C2
2382,廣達,200903  ,M2300,M2325,23A,23A2
2383,台光電,200903  ,M2300,M2328,23B,23B3A
2385,群光,200903  ,M2300,M2325,23C,23C3
2387,精元,200903  ,M2300,M2325,23C,23C3
2388,威盛,200903  ,M2300,M2324,23G,23G5
2390,云辰,200903  ,M2300,M2331,23C,23C9
2392,正崴,200903  ,M2300,M2328,23D,23D2
2393,億光,200903  ,M2300,M2326,23C,23C6C
2395,研華,200903  ,M2300,M2325,23B,23B5B
2397,友通,200903  ,M2300,M2325,23B,23B5B
2399,映泰,200903  ,M2300,M2325,23B,23B1
2401,凌陽,200903  ,M2300,M2324,23G,23G5
2402,毅嘉,200903  ,M2300,M2327,23B,23B2C
2404,漢唐,200903  ,M2300,M2331,23H,23H1
2405,浩鑫,200903  ,M2300,M2325,23B,23B1
2406,國碩,200903  ,M2300,M2326,23C,23C4
2408,南亞科,200903  ,N.A.,N.A.,N.A.,N.A.
2409,友達,200903  ,M2300,M2326,23C,23C8A
2412,中華電,200903  ,M2300,M2327,23K,23K3
2413,環科,200903  ,M2300,M2328,23D,23D3
2414,精技,200903  ,M2300,M2329,23T,23T1
2415,錩新,200903  ,M2300,M2328,23U,23U2
2417,圓剛,200903  ,M2300,M2325,23B,23B4B
2419,仲琦,200903  ,M2300,M2327,23E,23E1
2420,新巨,200903  ,M2300,M2328,23D,23D3
2421,建準,200903  ,M2300,M2328,23D,23D9B
2423,固緯,200903  ,M2300,M2331,23H,23H2
2424,隴華,200903  ,M2300,M2325,23B,23B4A
2425,承啟,200903  ,M2300,M2324,23G,23G3B
2426,鼎元,200903  ,M2300,M2326,23C,23C6B
2427,三商電,200903  ,M2300,M2330,23X,23X1
2428,興勤,200903  ,M2300,M2328,23D,23D5
2429,銘旺科,200903  ,M2300,M2328,23B,23B2D
2430,燦坤,200903  ,M2300,M2329,23T,23T1
2431,聯昌,200903  ,M2300,M2328,23D,23D3
2433,互盛電,200903  ,M2300,M2331,23T,23T1
2434,統懋,200903  ,M2300,M2324,23D,23D1
2436,偉詮電,200903  ,M2300,M2324,23G,23G5
2438,翔耀,200903  ,M2300,M2325,23D,23D4
2439,美律,200903  ,M2300,M2327,23U,23U2
2440,太空梭,200903  ,M2300,M2328,23D,23D2
2441,超豐,200903  ,M2300,M2324,23G,23G2
2442,新美齊,200903  ,M2300,M2325,23C,23C1
2443,億麗,200903  ,M2300,M2326,23C,23C4
2444,兆勁,200903  ,M2300,M2327,23E,23E1
2449,京元電子,200903  ,M2300,M2324,23G,23G2
2450,神腦,200903  ,M2300,M2327,23T,23T1
2451,創見,200903  ,M2300,M2324,23G,23G3B
2453,凌群,200903  ,M2300,M2330,23X,23X1
2454,聯發科,200903  ,M2300,M2324,23G,23G5
2455,全新,200903  ,M2300,M2327,23C,23C6
2456,奇力新,200903  ,M2300,M2328,23D,23D5
2457,飛宏,200903  ,M2300,M2328,23D,23D3
2458,義隆,200903  ,M2300,M2324,23G,23G5
2459,敦吉,200903  ,M2300,M2329,23T,23T2
2460,建通,200903  ,M2300,M2328,23D,23D9A
2461,光群雷,200903  ,M2300,M2331,23C,23CZ2
2462,良得電,200903  ,M2300,M2328,23D,23D2
2464,盟立,200903  ,M2300,M2331,23H,23H1
2465,麗臺,200903  ,M2300,M2325,23B,23B4A
2466,冠西電,200903  ,M2300,M2326,23C,23C6C
2467,志聖,200903  ,M2300,M2328,23H,23H2
2468,華經,200903  ,M2300,M2330,23X,23X1
2471,資通,200903  ,M2300,M2330,23X,23X1
2472,立隆電,200903  ,M2300,M2328,23D,23D5
2474,可成,200903  ,M2300,M2325,23D,23D4
2476,鉅祥,200903  ,M2300,M2328,23D,23D9A
2477,美隆電,200903  ,M2300,M2331,23U,23U2
2478,大毅,200903  ,M2300,M2328,23D,23D5
2480,敦陽科,200903  ,M2300,M2330,23X,23X1
2481,強茂,200903  ,M2300,M2324,23D,23D1
2482,連宇,200903  ,M2300,M2331,23C,23C3
2483,百容,200903  ,M2300,M2328,23D,23D9A
2484,希華,200903  ,M2300,M2328,23D,23D6
2485,兆赫,200903  ,M2300,M2327,23K,23K2
2486,一詮,200903  ,M2300,M2326,23C,23C6
2488,漢平,200903  ,M2300,M2331,23U,23U2
2489,瑞軒,200903  ,M2300,M2326,23C,23C1
2491,吉祥全,200903  ,M2300,M2326,23C,23C4
2492,華新科,200903  ,M2300,M2328,23D,23D5
2493,揚博,200903  ,M2300,M2328,23H,23H2
2495,普安,200903  ,M2300,M2331,23C,23C4
2496,卓越,200903  ,M2300,M2327,23K,23K6
2497,怡利電,200903  ,M2300,M2331,23U,23U2
2498,宏達電,200903  ,M2300,M2327,23K,23K1
2501,國建,200903  ,M2500,M2500,25A,25A
2504,國產,200903  ,M2500,M2500,11B,11B
2505,國揚,200903  ,M2500,M2500,25A,25A
2506,太設,200903  ,M2500,M2500,25A,25A
2509,全坤建,200903  ,M2500,M2500,25A,25A
2511,太子,200903  ,M2500,M2500,25A,25A
2514,龍邦,200903  ,M9900,M9900,25A,25A
2515,中工,200903  ,M2500,M2500,25B,25B
2516,新建,200903  ,M2500,M2500,25B,25B
2520,冠德,200903  ,M2500,M2500,25A,25A
2524,京城,200903  ,M2500,M2500,25A,25A
2527,宏璟,200903  ,M2500,M2500,25A,25A
2528,皇普,200903  ,M2500,M2500,25A,25A
2530,華建,200903  ,M2500,M2500,25A,25A
2534,宏盛,200903  ,M2500,M2500,25A,25A
2535,達欣工,200903  ,M2500,M2500,25B,25B
2536,宏普,200903  ,M2500,M2500,25A,25A
2537,聯上發,200903  ,M2500,M2500,25A,25A
2538,基泰,200903  ,M2500,M2500,25A,25A
2539,櫻花建,200903  ,M2500,M2500,25A,25A
2540,愛山林,200903  ,M2500,M2500,25A,25A
2542,興富發,200903  ,M2500,M2500,25A,25A
2543,皇昌,200903  ,M2500,M2500,25B,25B
2545,皇翔,200903  ,M2500,M2500,25A,25A
2546,根基,200903  ,M2500,M2500,25B,25B
2547,日勝生,200903  ,M2500,M2500,25A,25A
2548,華固,200903  ,M2500,M2500,25A,25A
2597,潤弘,200903  ,M2500,M2500,25C,25C
2601,益航,200903  ,M2600,M2600,26A,26A1
2603,長榮,200903  ,M2600,M2600,26A,26A2
2605,新興,200903  ,M2600,M2600,26A,26A1
2606,裕民,200903  ,M2600,M2600,26A,26A1
2607,榮運,200903  ,M2600,M2600,26C,26C
2608,嘉里大榮,200903  ,M2600,M2600,26C,26C
2609,陽明,200903  ,N.A.,N.A.,N.A.,N.A.
2610,華航,200903  ,M2600,M2600,26D,26D
2611,志信,200903  ,M2600,M2600,26C,26C
2612,中航,200903  ,M2600,M2600,26A,26A1
2613,中櫃,200903  ,M2600,M2600,26C,26C
2614,東森,200903  ,M2600,M2600,26A,26A1
2615,萬海,200903  ,M2600,M2600,26A,26A2
2616,山隆,200903  ,M9700,M9700,26C,26C
2617,台航,200903  ,M2600,M2600,26A,26A1
2618,長榮航,200903  ,M2600,M2600,26D,26D
2636,台驊投控,200903  ,M2600,M2600,26C,26C
2637,慧洋-KY,200903  ,M2600,M2600,26A,26A1
2701,萬企,200903  ,M2700,M2700,27A,27A1
2702,華園,200903  ,M2700,M2700,27A,27A1
2704,國賓,200903  ,M2700,M2700,27A,27A1
2705,六福,200903  ,M2700,M2700,27B,27B
2706,第一店,200903  ,M2700,M2700,27A,27A1
2707,晶華,200903  ,M2700,M2700,27A,27A1
2723,美食-KY,200903  ,M2700,M2700,27A,27A2
2801,彰銀,200903  ,M2800,M2810,28A,28A
2809,京城銀,200903  ,M2800,M2810,28A,28A
2812,台中銀,200903  ,M2800,M2810,28A,28A
2816,旺旺保,200903  ,M2800,M2870,28J,28J
2820,華票,200903  ,M2800,M2810,28F,28F
2823,中壽,200903  ,M2800,M2871,28I,28I
2832,台產,200903  ,M2800,M2870,28J,28J
2834,臺企銀,200903  ,M2800,M2810,28A,28A
2836,高雄銀,200903  ,M2800,M2810,28A,28A
2838,聯邦銀,200903  ,M2800,M2810,28A,28A
2841,台開,200903  ,M2500,M2500,25B,25B
2845,遠東銀,200903  ,M2800,M2810,28A,28A
2849,安泰銀,200903  ,M2800,M2810,28A,28A
2850,新產,200903  ,M2800,M2870,28J,28J
2851,中再保,200903  ,M2800,M2870,28J,28J
2852,第一保,200903  ,M2800,M2870,28J,28J
2855,統一證,200903  ,M2800,M3000,30A,30A
2867,三商壽,200903  ,M2800,M2871,28I,28I
2880,華南金,200903  ,M2800,M28HO,28L,28L
2881,富邦金,200903  ,M2800,M28HO,28L,28L
2882,國泰金,200903  ,M2800,M28HO,28L,28L
2883,開發金,200903  ,M2800,M28HO,28L,28L
2884,玉山金,200903  ,M2800,M28HO,28L,28L
2885,元大金,200903  ,M2800,M28HO,28L,28L
2886,兆豐金,200903  ,M2800,M28HO,28L,28L
2887,台新金,200903  ,M2800,M28HO,28L,28L
2888,新光金,200903  ,M2800,M28HO,28L,28L
2889,國票金,200903  ,M2800,M28HO,28L,28L
2890,永豐金,200903  ,M2800,M28HO,28L,28L
2891,中信金,200903  ,M2800,M28HO,28L,28L
2892,第一金,200903  ,M2800,M28HO,28L,28L
2897,王道銀行,200903  ,M2800,M2810,28A,28A
2901,欣欣,200903  ,M2900,M2900,29A,29A1
2903,遠百,200903  ,M2900,M2900,29A,29A1
2904,匯僑,200903  ,M9900,M9900,29B,29B
2905,三商,200903  ,M2900,M2900,29A,29A1
2906,高林,200903  ,M2900,M2900,29B,29B
2908,特力,200903  ,M2900,M2900,29B,29B
2910,統領,200903  ,M2900,M2900,29A,29A1
2911,麗嬰房,200903  ,M2900,M2900,29A,29A1
2912,統一超,200903  ,M2900,M2900,29A,29A4
2913,農林,200903  ,N.A.,N.A.,N.A.,N.A.
2915,潤泰全,200903  ,M2900,M2900,14C,14C2
3002,歐格,200903  ,M2300,M2325,23D,23D3
3003,健和興,200903  ,M2300,M2328,15D,15D
3004,豐達科,200903  ,M2300,M2331,15D,15D
3005,神基,200903  ,M2300,M2325,23A,23A2
3006,晶豪科,200903  ,M2300,M2324,23G,23G5
3008,大立光,200903  ,M2300,M2326,23U,23U1
3010,華立,200903  ,M2300,M2329,23T,23T2
3011,今皓,200903  ,M2300,M2328,23D,23D2
3013,晟銘電,200903  ,M2300,M2325,23D,23D4
3014,聯陽,200903  ,M2300,M2324,23G,23G5
3015,全漢,200903  ,M2300,M2328,23D,23D3
3016,嘉晶,200903  ,M2300,M2324,23G,23G3C
3017,奇鋐,200903  ,M2300,M2325,23D,23D9B
3018,同開,200903  ,M2300,M2331,23H,23H1
3019,亞光,200903  ,M2300,M2326,23U,23U1
3021,鴻名,200903  ,M2300,M2330,23X,23X1
3022,威強電,200903  ,M2300,M2325,23B,23B5B
3023,信邦,200903  ,M2300,M2328,23D,23D2
3024,憶聲,200903  ,M2300,M2326,23C,23C1
3025,星通,200903  ,M2300,M2327,23E,23E2
3026,禾伸堂,200903  ,M2300,M2328,23D,23D5
3027,盛達,200903  ,M2300,M2327,23E,23E1
3028,增你強,200903  ,N.A.,N.A.,N.A.,N.A.
3029,零壹,200903  ,M2300,M2330,23E,23E2
3030,德律,200903  ,M2300,M2331,23H,23H2
3031,佰鴻,200903  ,M2300,M2326,23C,23C6C
3032,偉訓,200903  ,M2300,M2328,23D,23D3
3033,威健,200903  ,M2300,M2329,23T,23T2
3034,聯詠,200903  ,M2300,M2324,23G,23G5
3035,智原,200903  ,M2300,M2324,23G,23G5
3036,文曄,200903  ,M2300,M2329,23T,23T2
3037,欣興,200903  ,M2300,M2328,23B,23B2D
3038,全台,200903  ,M2300,M2326,23C,23C8D
3040,遠見,200903  ,M2300,M2329,23Z,23Z
3041,揚智,200903  ,M2300,M2324,23G,23G5
3042,晶技,200903  ,M2300,M2328,23D,23D6
3043,科風,200903  ,M2300,M2331,23D,23D3
3044,健鼎,200903  ,M2300,M2328,23B,23B2D
3045,台灣大,200903  ,M2300,M2327,23K,23K3
3046,建碁,200903  ,M2300,M2325,23B,23B1
3047,訊舟,200903  ,M2300,M2327,23E,23E2
3048,益登,200903  ,M2300,M2329,23T,23T2
3049,和鑫,200903  ,M2300,M2326,23C,23C8C
3050,鈺德,200903  ,M2300,M2326,23C,23C4
3051,力特,200903  ,M2300,M2326,23C,23C8C
3052,夆典,200903  ,M2300,M2331,23H,23H
3054,立萬利,200903  ,M2300,M2325,23C,23C3
3055,蔚華科,200903  ,M2300,M2329,23H,23H3
3056,總太,200903  ,M2300,M2324,23G,23G5
3057,喬鼎,200903  ,M2300,M2325,23C,23C4
3058,立德,200903  ,M2300,M2328,23D,23D3
3059,華晶科,200903  ,M2300,M2326,23U,23U1
3060,銘異,200903  ,M2300,M2325,23C,23C4
3062,建漢,200903  ,M2300,M2327,23E,23E2
3090,日電貿,200903  ,M2300,M2328,23T,23T2
3092,鴻碩,200903  ,M2300,M2328,23D,23D2
3094,聯傑,200903  ,M2300,M2324,23G,23G5
3130,一零四,200903  ,M2300,M2330,23K,23K4
3164,景岳,200903  ,M1700,M1722,17C,17C1
3189,景碩,200903  ,M2300,M2324,23B,23B2A
3209,全科,200903  ,M2300,M2329,23T,23T2
3229,晟鈦,200903  ,M2300,M2328,23B,23B2D
3231,緯創,200903  ,M2300,M2325,23A,23A2
3266,昇陽,200903  ,M1700,M1722,17C,17C1
3296,勝德,200903  ,N.A.,N.A.,N.A.,N.A.
3305,昇貿,200903  ,M2300,M2331,23B,23B3X
3308,聯德,200903  ,M2300,M2328,23D,23D3
3311,閎暉,200903  ,M2300,M2327,23D,23D4
3312,弘憶股,200903  ,M2300,M2329,23T,23T2
3356,奇偶,200903  ,M2300,M2330,23C,23C9
3376,新日興,200903  ,M2300,M2328,23D,23D4
3380,明泰,200903  ,N.A.,N.A.,N.A.,N.A.
3383,新世紀,200903  ,M2300,M2326,23C,23C6B
3406,玉晶光,200903  ,M2300,M2326,23U,23U1
3416,融程電,200903  ,M2300,M2325,23B,23B5B
3419,譁裕,200903  ,M2300,M2327,23D,23D2
3443,創意,200903  ,M2300,M2324,23G,23G5
3450,聯鈞,200903  ,M2300,M2331,23K,23K6
3454,晶睿,200903  ,M2300,M2327,23C,23C9
3481,群創,200903  ,M2300,M2326,23C,23C8A
3494,誠研,200903  ,M2300,M2325,23T,23T1
3501,維熹,200903  ,M2300,M2328,23D,23D2
