證券代碼,簡稱,年月,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼
5007,三星,201603  ,M2000,M2000,20A,20A1
5876,上海商銀,201603  ,M2800,M2810,28A,28A
5521,工信,201603  ,M2500,M2500,25B,25B
5522,遠雄,201603  ,M2500,M2500,25A,25A
5234,達興材料,201603  ,M2300,M2326,23C,23C8C
5243,乙盛-KY,201603  ,M2300,M2326,23D,23D9A
5880,合庫金,201603  ,M2800,M28HO,28L,28L
5258,虹堡,201603  ,M2300,M2325,23B,23B5B
5906,台南-KY,201603  ,M2900,M2900,14C,14C1
5907,大洋-KY,201603  ,M2900,M2900,29A,29A1
6005,群益證,201603  ,M2800,M3000,30A,30A
6108,競國,201603  ,M2300,M2328,23B,23B2D
6128,上福,201603  ,M2300,M2325,23D,23D9D
6131,鈞泰,201603  ,M2300,M2326,23C,23C9
6024,群益期,201603  ,M2800,M3000,30C,30C
6115,鎰勝,201603  ,M2300,M2328,23D,23D2
6120,達運,201603  ,M2300,M2326,23C,23C8B
6133,金橋,201603  ,M2300,M2328,23D,23D2
6136,富爾特,201603  ,M2300,M2327,23T,23T2
6139,亞翔,201603  ,M2300,M2331,23H,23H1
6141,柏承,201603  ,M2300,M2328,23B,23B2D
6142,友勁,201603  ,M2300,M2327,23E,23E2
6183,關貿,201603  ,M2300,M2330,23K,23K4
6184,大豐電,201603  ,N.A.,N.A.,N.A.,N.A.
6152,百一,201603  ,M2300,M2327,23K,23K2
6153,嘉聯益,201603  ,M2300,M2328,23B,23B2C
6176,瑞儀,201603  ,M2300,M2326,23C,23C8B
6177,達麗,201603  ,N.A.,N.A.,N.A.,N.A.
6213,聯茂,201603  ,M2300,M2328,23B,23B3A
6192,巨路,201603  ,M2300,M2331,23T,23T2
6214,精誠,201603  ,M2300,M2330,23X,23X1
6112,聚碩,201603  ,M2300,M2330,23X,23X1
6196,帆宣,201603  ,M2300,M2331,23H,23H1
6116,彩晶,201603  ,M2300,M2326,23C,23C8A
6117,迎廣,201603  ,M2300,M2325,23D,23D4
6197,佳必琪,201603  ,M2300,M2328,23D,23D2
6189,豐藝,201603  ,M2300,M2329,23T,23T2
6191,精成科,201603  ,M2300,M2328,23B,23B2B
6201,亞弘電,201603  ,M2300,M2331,23U,23U2
6202,盛群,201603  ,M2300,M2324,23G,23G5
6205,詮欣,201603  ,M2300,M2328,23D,23D2
6206,飛捷,201603  ,M2300,M2325,23B,23B5A
6209,今國光,201603  ,M2300,M2326,23U,23U1
6215,和椿,201603  ,M2300,M2331,23H,23H2
6216,居易,201603  ,M2300,M2327,23E,23E1
6155,鈞寶,201603  ,M2300,M2328,23D,23D5
6164,華興,201603  ,M2300,M2326,23C,23C6C
6165,浪凡,201603  ,M2300,M2328,23D,23D2
6166,凌華,201603  ,M2300,M2325,23B,23B5B
6168,宏齊,201603  ,M2300,M2326,23C,23C6C
6172,互億,201603  ,M2300,M2325,23E,23E1
6224,聚鼎,201603  ,M2300,M2328,23D,23D5
6225,天瀚,201603  ,M2300,M2326,23U,23U1
6226,光鼎,201603  ,M2300,M2326,23C,23C6C
6235,華孚,201603  ,M2300,M2325,23D,23D4
6239,力成,201603  ,M2300,M2324,23G,23G2
6243,迅杰,201603  ,M2300,M2324,23G,23G5
6269,台郡,201603  ,M2300,M2328,23B,23B2C
6438,迅得,201603  ,M2300,M2331,23H,23H2
6442,光聖,201603  ,M2300,M2327,23D,23D2
6443,元晶,201603  ,M2300,M2326,23C,23C7C
6230,尼得科超眾,201603  ,M2300,M2325,23D,23D9B
6456,GIS-KY,201603  ,M2300,M2326,23C,23C8E
6251,定穎,201603  ,M2300,M2328,23B,23B2D
6257,矽格,201603  ,M2300,M2324,23G,23G2
6271,同欣電,201603  ,M2300,M2324,23D,23D5
6277,宏正,201603  ,M2300,M2325,23C,23C3
6278,台表科,201603  ,M2300,M2326,23B,23B2B
6281,全國電,201603  ,M2300,M2329,23T,23T1
6282,康舒,201603  ,M2300,M2328,23D,23D3
6283,淳安,201603  ,M2300,M2327,23C,23C8E
6285,啟碁,201603  ,M2300,M2327,23K,23K2
6289,華上,201603  ,M2300,M2326,23C,23C6B
6412,群電,201603  ,M2300,M2328,23D,23D3
6414,樺漢,201603  ,M2300,M2325,23B,23B5B
6415,矽力-KY,201603  ,M2300,M2324,23G,23G5
6426,統新,201603  ,M2300,M2327,23K,23K6
6431,光麗-KY,201603  ,M2300,M2326,23C,23C8E
6477,安集,201603  ,M2300,M2326,23C,23C7C
6405,悅城,201603  ,M2300,M2326,23C,23C8E
6409,旭隼,201603  ,M2300,M2331,23D,23D3
6449,鈺邦,201603  ,M2300,M2328,23D,23D5
6451,訊芯-KY,201603  ,M2300,M2324,23G,23G1A
6464,台數科,201603  ,M9900,M9900,99G,99G
8081,致新,201603  ,M2300,M2324,23G,23G5
6504,南六,201603  ,M9900,M9900,14F,14F
6505,台塑化,201603  ,M9700,M9700,13C,13C
6525,捷敏-KY,201603  ,M2300,M2300,23G,23G2
8105,凌巨,201603  ,M2300,M2326,23C,23C8D
6531,愛普,201603  ,M2300,M2324,23G,23G5
6533,晶心科,201603  ,M2300,M2324,23G,23G5
6579,研揚,201603  ,M2300,M2300,23D,23D9
6605,帝寶,201603  ,M1500,M1500,15D,15D
8101,華冠,201603  ,M2300,M2327,23K,23K1
8103,瀚荃,201603  ,M2300,M2328,23D,23D2
8039,台虹,201603  ,M2300,M2328,23B,23B3C
8072,陞泰,201603  ,M2300,M2326,23C,23C9
8201,無敵,201603  ,M2300,M2331,23Z,23Z
8210,勤誠,201603  ,M2300,M2325,23D,23D4
6552,易華電,201603  ,M2300,M2324,23G,23G2
8114,振樺電,201603  ,M2300,M2325,23B,23B5A
8374,羅昇,201603  ,M1500,M1500,15A,15A2
8112,至上,201603  ,M2300,M2329,23T,23T2
8011,台通,201603  ,M2300,M2327,23K,23K6
8016,矽創,201603  ,M2300,M2324,23G,23G5
8021,尖點,201603  ,M2300,M2331,23B,23B3X
8033,雷虎,201603  ,M9900,M9900,99Z,99ZC
8070,長華,201603  ,M2300,M2329,23T,23T2
8422,可寧衛,201603  ,M9900,M9900,99L,99L2
8131,福懋科,201603  ,M2300,M2324,23G,23G2
8150,南茂,201603  ,M2300,M2324,23G,23G2
8163,達方,201603  ,M2300,M2325,23C,23C3
8110,華東,201603  ,M2300,M2324,23G,23G2
8213,志超,201603  ,M2300,M2328,23B,23B2D
8411,福貞-KY,201603  ,M9900,M9900,20B,20B
6573,虹揚-KY,201603  ,M2300,M2300,23D,23D1
8215,明基材,201603  ,N.A.,N.A.,N.A.,N.A.
6582,申豐,201603  ,M1700,M1722,17F,17F
8222,寶一,201603  ,M1500,M1500,15D,15D
8442,威宏-KY,201603  ,M9900,M9900,99Z,99ZC
8443,阿瘦,201603  ,M2900,M2900,99K,99K
8454,富邦媒,201603  ,M2900,M2900,29D,29D
8249,菱光,201603  ,M2300,M2328,23C,23C2
8261,富鼎,201603  ,M2300,M2324,23G,23G5
8462,柏文,201603  ,M2700,M2700,99Z,99ZX
8271,宇瞻,201603  ,M2300,M2324,23G,23G3B
8046,南電,201603  ,M2300,M2328,23B,23B2A
8341,日友,201603  ,M9900,M9900,99L,99L2
8464,億豐,201603  ,M9900,M9900,99B,99B
8466,美吉吉-KY,201603  ,M1300,M1300,13B,13B
8467,波力-KY,201603  ,M9900,M9900,99Z,99ZC
8473,山林水,201603  ,M9900,M9900,99L,99L2
8427,基勝-KY,201603  ,M9900,M9900,99B,99B
8404,百和興業-KY,201603  ,M9900,M9900,14Z,14Z
6541,泰福-KY,201603  ,M1700,M1722,17C,17C1
8429,金麗-KY,201603  ,M2900,M2900,99K,99K
8463,潤泰材,201603  ,M9900,M9900,11A,11A
8926,台汽電,201603  ,M9700,M9700,99D,99D3
9902,台火,201603  ,M9900,M9900,99Z,99ZC
9904,寶成,201603  ,M9900,M9900,99K,99K
9905,大華,201603  ,M9900,M9900,20B,20B
9906,欣巴巴,201603  ,M2500,M2500,25A,25A
9907,統一實,201603  ,M9900,M9900,20B,20B
8478,東哥遊艇,201603  ,M9900,M9900,22B,22B1
9908,大台北,201603  ,M9700,M9700,99D,99D2
8480,泰昇-KY,201603  ,M9900,M9900,14F,14F
8481,政伸,201603  ,M9900,M9900,99C,99C
8482,商億-KY,201603  ,M9900,M9900,99B,99B
8488,吉源-KY,201603  ,M9900,M9900,20B,20B
8499,鼎炫-KY,201603  ,M2300,M2300,23G,23G6
8940,新天地,201603  ,M2700,M2700,27A,27A2
8996,高力,201603  ,M1500,M1500,20A,20A9
910322,康師傅-DR,201603  ,M1200,M1200,12Z,12Z
9105,泰金寶-DR,201603  ,M2300,M2300,23C,23C3
9110,越南控-DR,201603  ,M2200,M2200,22B,22B2
911608,明輝-DR,201603  ,M2900,M2900,29B,29B
911616,杜康-DR,201603  ,M1200,M1200,12Z,12Z
911622,泰聚亨-DR,201603  ,M2000,M2000,20A,20A1
9802,鈺齊-KY,201603  ,M9900,M9900,99K,99K
9917,中保科,201603  ,M9900,M9900,99I,99I
9918,欣天然,201603  ,M9700,M9700,99D,99D2
9919,康那香,201603  ,M9900,M9900,14F,14F
9921,巨大,201603  ,M9900,M9900,99Z,99Z1
9924,福興,201603  ,M9900,M9900,99B,99B
9925,新保,201603  ,M9900,M9900,99I,99I
9926,新海,201603  ,M9700,M9700,99D,99D2
9927,泰銘,201603  ,M9900,M9900,20A,20A5
9910,豐泰,201603  ,M9900,M9900,99K,99K
9911,櫻花,201603  ,M9900,M9900,99B,99B
9928,中視,201603  ,M9900,M9900,99H,99H
9929,秋雨,201603  ,M9900,M9900,99C,99C
9930,中聯資源,201603  ,N.A.,N.A.,N.A.,N.A.
9931,欣高,201603  ,M9700,M9700,99D,99D2
9914,美利達,201603  ,M9900,M9900,99Z,99Z1
9933,中鼎,201603  ,M9900,M9900,25C,25C
9934,成霖,201603  ,M9900,M9900,99B,99B
9912,偉聯,201603  ,M2300,M2325,23C,23C1
9943,好樂迪,201603  ,M2700,M2700,27B,27B
9944,新麗,201603  ,M9900,M9900,14F,14F
9945,潤泰新,201603  ,M9900,M9900,25A,25A
9946,三發地產,201603  ,M2500,M2500,25A,25A
9935,慶豐富,201603  ,M9900,M9900,99B,99B
9937,全國,201603  ,M9700,M9700,99D,99D1
9938,百和,201603  ,M9900,M9900,14Z,14Z
9939,宏全,201603  ,M9900,M9900,13B,13B
9940,信義,201603  ,M9900,M9900,25D,25D
9941,裕融,201603  ,M9900,M9900,28K,28K
9942,茂順,201603  ,M9900,M9900,15D,15D
1104,環泥,201703  ,M1100,M1100,11A,11A
1213,大飲,201703  ,M1200,M1200,12C,12C
1215,卜蜂,201703  ,M1200,M1200,12B,12B
1220,台榮,201703  ,M1200,M1200,12B,12B
1225,福懋油,201703  ,M1200,M1200,12B,12B
1216,統一,201703  ,M1200,M1200,12C,12C
1233,天仁,201703  ,M1200,M1200,12Z,12Z
1234,黑松,201703  ,M1200,M1200,12C,12C
1227,佳格,201703  ,M1200,M1200,12Z,12Z
1235,興泰,201703  ,M1200,M1200,12B,12B
1101,台泥,201703  ,M1100,M1100,11A,11A
1102,亞泥,201703  ,M1100,M1100,11A,11A
1103,嘉泥,201703  ,M1100,M1100,11A,11A
1108,幸福,201703  ,M1100,M1100,11A,11A
1109,信大,201703  ,M1100,M1100,11A,11A
1110,東泥,201703  ,M1100,M1100,11A,11A
1201,味全,201703  ,M1200,M1200,12C,12C
1203,味王,201703  ,M1200,M1200,12Z,12Z
1210,大成,201703  ,M1200,M1200,12B,12B
1219,福壽,201703  ,M1200,M1200,12B,12B
1229,聯華,201703  ,M1200,M1200,12B,12B
1231,聯華食,201703  ,M1200,M1200,12Z,12Z
1232,大統益,201703  ,M1200,M1200,12B,12B
1217,愛之味,201703  ,M1200,M1200,12A,12A
1218,泰山,201703  ,M1200,M1200,12B,12B
1236,宏亞,201703  ,M1200,M1200,12Z,12Z
1256,鮮活果汁-KY,201703  ,M1200,M1200,12C,12C
1310,台苯,201703  ,M1300,M1300,13A,13A1
1312,國喬,201703  ,M1300,M1300,13A,13A1
1313,聯成,201703  ,M1300,M1300,13A,13A7
1319,東陽,201703  ,M1300,M1300,15D,15D
1321,大洋,201703  ,M1300,M1300,13A,13A8
1323,永裕,201703  ,M1300,M1300,13A,13A8
1402,遠東新,201703  ,M1400,M1400,14A,14A1
1315,達新,201703  ,M1300,M1300,13A,13A8
1316,上曜,201703  ,M1700,M1721,13A,13A6
1324,地球,201703  ,M1300,M1300,13A,13A9
1409,新纖,201703  ,M1400,M1400,14A,14A1
1301,台塑,201703  ,M1300,M1300,13A,13A1
1325,恒大,201703  ,M1300,M1300,14F,14F
1303,南亞,201703  ,M1300,M1300,13A,13A1
1304,台聚,201703  ,M1300,M1300,13A,13A1
1326,台化,201703  ,M1300,M1300,13A,13A1
1337,再生-KY,201703  ,M1300,M1300,13B,13B
1338,廣華-KY,201703  ,M2200,M2200,15D,15D
1305,華夏,201703  ,M1300,M1300,13A,13A1
1339,昭輝,201703  ,M1300,M1300,15D,15D
1340,勝悅-KY,201703  ,M1300,M1300,13B,13B
1307,三芳,201703  ,M1300,M1300,13A,13A6
1308,亞聚,201703  ,M1300,M1300,13A,13A1
1309,台達化,201703  ,M1300,M1300,13A,13A1
1410,南染,201703  ,M1400,M1400,14E,14E
1314,中石化,201703  ,M1300,M1300,13A,13A5
1419,新紡,201703  ,N.A.,N.A.,N.A.,N.A.
1423,利華,201703  ,M1400,M1400,14D,14D2
1432,大魯閣,201703  ,M1400,M1400,29A,29A1
1416,廣豐,201703  ,M1400,M1400,14B,14B1
1417,嘉裕,201703  ,M1400,M1400,14C,14C1
1418,東華,201703  ,M1400,M1400,14B,14B2
1434,福懋,201703  ,M1400,M1400,14C,14C2
1438,三地開發,201703  ,M2500,M2500,25A,25A
1439,中和,201703  ,M1400,M1400,14D,14D2
1440,南紡,201703  ,M1400,M1400,14A,14A1
1413,宏洲,201703  ,M1400,M1400,14A,14A2
1414,東和,201703  ,M1400,M1400,14B,14B1
1435,中福,201703  ,M9900,M9900,23E,23E1
1436,華友聯,201703  ,M2500,M2500,25A,25A
1437,勤益控,201703  ,M2300,M2324,23G,23G2
1453,大將,201703  ,M1400,M1400,14B,14B1
1472,三洋紡,201703  ,M1400,M1400,14A,14A7
1454,台富,201703  ,M1400,M1400,14C,14C2
1459,聯發,201703  ,N.A.,N.A.,N.A.,N.A.
1460,宏遠,201703  ,M1400,M1400,14C,14C2
1468,昶和,201703  ,M1400,M1400,14C,14C2
1470,大統新創,201703  ,M1400,M1400,14E,14E
1471,首利,201703  ,M2300,M2328,23D,23D3
1463,強盛,201703  ,M1400,M1400,14E,14E
1464,得力,201703  ,M1400,M1400,14C,14C2
1465,偉全,201703  ,M1400,M1400,14C,14C2
1441,大東,201703  ,M1400,M1400,14B,14B1
1442,名軒,201703  ,N.A.,N.A.,N.A.,N.A.
1443,立益,201703  ,M1400,M1400,14B,14B1
1444,力麗,201703  ,M1400,M1400,14A,14A2
1445,大宇,201703  ,M1400,M1400,14C,14C2
1517,利奇,201703  ,M1500,M1500,15E,15E
1446,宏和,201703  ,M1400,M1400,14C,14C2
1447,力鵬,201703  ,M1400,M1400,14A,14A7
1449,佳和,201703  ,M1400,M1400,14C,14C2
1451,年興,201703  ,M1400,M1400,14C,14C1
1466,聚隆,201703  ,M1400,M1400,14A,14A7
1467,南緯,201703  ,M1400,M1400,14C,14C1
1452,宏益,201703  ,M1400,M1400,14A,14A2
1473,台南,201703  ,M1400,M1400,14C,14C1
1474,弘裕,201703  ,M1400,M1400,14C,14C2
1455,集盛,201703  ,M1400,M1400,14A,14A7
1456,怡華,201703  ,M1400,M1400,14C,14C2
1457,宜進,201703  ,M1400,M1400,14A,14A2
1475,業旺,201703  ,M1400,M1400,14C,14C2
1476,儒鴻,201703  ,M1400,M1400,14C,14C1
1477,聚陽,201703  ,M1400,M1400,14C,14C1
1503,士電,201703  ,M1500,M1500,15B,15B1
1504,東元,201703  ,M1500,M1500,15B,15B1
1506,正道,201703  ,M1500,M1500,15D,15D
1507,永大,201703  ,M1500,M1500,15B,15B1
1512,瑞利,201703  ,M1500,M1500,15D,15D
1513,中興電,201703  ,M1500,M1500,15B,15B1
1514,亞力,201703  ,M1500,M1500,15B,15B1
1515,力山,201703  ,M1500,M1500,15A,15A1
1516,川飛,201703  ,M9900,M9900,99Z,99ZC
1529,樂士,201703  ,M1500,M1500,15B,15B1
1519,華城,201703  ,M1500,M1500,15B,15B1
1521,大億,201703  ,M1500,M1500,15D,15D
1522,堤維西,201703  ,M1500,M1500,15D,15D
1524,耿鼎,201703  ,M1500,M1500,15D,15D
1525,江申,201703  ,M1500,M1500,15D,15D
1526,日馳,201703  ,M1500,M1500,15E,15E
1527,鑽全,201703  ,M1500,M1500,15A,15A1
1528,恩德,201703  ,M1500,M1500,15A,15A1
1587,吉茂,201703  ,M1500,M1500,15D,15D
1537,廣隆,201703  ,M1500,M1500,15Z,15Z
1538,正峰,201703  ,M1500,M1500,15A,15A1
1539,巨庭,201703  ,M1500,M1500,15A,15A1
1540,喬福,201703  ,M1500,M1500,15A,15A1
1541,錩泰,201703  ,N.A.,N.A.,N.A.,N.A.
1558,伸興,201703  ,M1500,M1500,15A,15A3
1589,永冠-KY,201703  ,M1500,M1500,15A,15A2
1590,亞德客-KY,201703  ,M1500,M1500,15A,15A2
1608,華榮,201703  ,M1600,M1600,16,16
1609,大亞,201703  ,M1600,M1600,16,16
1611,中電,201703  ,M1600,M1600,15C,15C4
1568,倉佑,201703  ,M1500,M1500,15D,15D
1597,直得,201703  ,M1500,M1500,15A,15A2
1598,岱宇,201703  ,M1700,M1722,17G,17G
1626,艾美特-KY,201703  ,M1600,M1600,15C,15C1
1701,中化,201703  ,M1700,M1722,17C,17C1
1612,宏泰,201703  ,M1600,M1600,16,16
1614,三洋電,201703  ,M1600,M1600,15C,15C1
1615,大山,201703  ,M1600,M1600,16,16
1616,億泰,201703  ,M1600,M1600,16,16
1617,榮星,201703  ,M1600,M1600,16,16
1618,合機,201703  ,M1600,M1600,16,16
1530,亞崴,201703  ,M1500,M1500,15A,15A1
1531,高林股,201703  ,M1500,M1500,15A,15A3
1532,勤美,201703  ,M1500,M1500,15A,15A2
1702,南僑,201703  ,M1200,M1200,12B,12B
1707,葡萄王,201703  ,M1700,M1722,17C,17C2
1710,東聯,201703  ,M1700,M1721,13A,13A5
1721,三晃,201703  ,M1700,M1721,17F,17F
1711,永光,201703  ,M1700,M1721,17B,17B
1712,興農,201703  ,M1700,M1721,17C,17C3
1713,國化,201703  ,M1700,M1721,17B,17B
1718,中纖,201703  ,M1700,M1721,13A,13A5
1720,生達,201703  ,M1700,M1722,17C,17C1
1708,東鹼,201703  ,M1700,M1721,17Z,17Z
1709,和益,201703  ,M1700,M1721,17E,17E1
1726,永記,201703  ,M1700,M1721,17B,17B
1727,中華化,201703  ,M1700,M1721,17Z,17Z
1722,台肥,201703  ,M1700,M1721,17C,17C3
1723,中碳,201703  ,M1700,M1721,17Z,17Z
1724,台硝,201703  ,M1700,M1721,17Z,17Z
1714,和桐,201703  ,M1700,M1721,17E,17E1
1717,長興,201703  ,M1700,M1721,17F,17F
1725,元禎,201703  ,M1700,M1721,17Z,17Z
1730,花仙子,201703  ,M1700,M1721,17E,17E2
1731,美吾華,201703  ,M1700,M1722,17C,17C1
1732,毛寶,201703  ,M1700,M1721,17E,17E2
1733,五鼎,201703  ,M1700,M1722,17G,17G
1734,杏輝,201703  ,M1700,M1722,17C,17C1
1735,日勝化,201703  ,M1700,M1721,17F,17F
1737,臺鹽,201703  ,M1200,M1200,17C,17C2
1789,神隆,201703  ,M1700,M1722,17C,17C1
1736,喬山,201703  ,M1700,M1722,17G,17G
1810,和成,201703  ,M1800,M1800,18,18
1904,正隆,201703  ,M1900,M1900,19A,19A
1760,寶齡富錦,201703  ,M1700,M1721,17C,17C1
1762,中化生,201703  ,M1700,M1722,17C,17C1
1773,勝一,201703  ,M1700,M1721,17Z,17Z
1533,車王電,201703  ,M1500,M1500,15D,15D
1535,中宇,201703  ,M1500,M1500,15B,15B2
1536,和大,201703  ,M1500,M1500,15D,15D
1795,美時,201703  ,M1700,M1722,17C,17C1
1776,展宇,201703  ,M1700,M1721,17F,17F
1802,台玻,201703  ,M1800,M1800,18,18
1805,寶徠,201703  ,M2500,M2500,25A,25A
1783,和康生,201703  ,M1700,M1722,17G,17G
1786,科妍,201703  ,M1700,M1722,17G,17G
1560,中砂,201703  ,M1500,M1500,15A,15A2
1817,凱撒衛,201703  ,M1800,M1800,18,18
1582,信錦,201703  ,M2300,M2328,23D,23D4
1583,程泰,201703  ,M1500,M1500,15A,15A1
1806,冠軍,201703  ,M1800,M1800,18,18
1808,潤隆,201703  ,M2500,M2500,25A,25A
1592,英瑞-KY,201703  ,M1500,M1500,15D,15D
1809,中釉,201703  ,M1800,M1800,18,18
1903,士紙,201703  ,M1900,M1900,19A,19A
1905,華紙,201703  ,M1900,M1900,19B,19B
1906,寶隆,201703  ,M1900,M1900,19A,19A
1907,永豐餘,201703  ,M1900,M1900,19A,19A
1603,華電,201703  ,M1600,M1600,16,16
1604,聲寶,201703  ,M1600,M1600,15C,15C1
1605,華新,201703  ,M1600,M1600,16,16
2029,盛餘,201703  ,M2000,M2000,20A,20A3
2030,彰源,201703  ,M2000,M2000,20A,20A7
1909,榮成,201703  ,M1900,M1900,19A,19A
2002,中鋼,201703  ,M2000,M2000,20A,20A3
2006,東和鋼鐵,201703  ,M2000,M2000,20A,20A2
2007,燁興,201703  ,M2000,M2000,20A,20A1
2008,高興昌,201703  ,M2000,M2000,20A,20A7
2009,第一銅,201703  ,M2000,M2000,20A,20A4
2014,中鴻,201703  ,M2000,M2000,20A,20A3
2015,豐興,201703  ,M2000,M2000,20A,20A2
2017,官田鋼,201703  ,M2000,M2000,20A,20A1
2020,美亞,201703  ,M2000,M2000,20A,20A7
2022,聚亨,201703  ,M2000,M2000,20A,20A1
2023,燁輝,201703  ,M2000,M2000,20A,20A3
2024,志聯,201703  ,M2000,M2000,20A,20A1
2025,千興,201703  ,M2000,M2000,20A,20A6
2027,大成鋼,201703  ,M2000,M2000,20A,20A6
2028,威致,201703  ,M2000,M2000,20A,20A2
2031,新光鋼,201703  ,M2000,M2000,20A,20A3
2010,春源,201703  ,M2000,M2000,20A,20A3
2012,春雨,201703  ,M2000,M2000,20A,20A1
2013,中鋼構,201703  ,M2000,M2000,20A,20A2
2032,新鋼,201703  ,M2000,M2000,20A,20A6
2033,佳大,201703  ,M2000,M2000,20A,20A1
2104,國際中橡,201703  ,M2100,M2100,21C,21C
2105,正新,201703  ,M2100,M2100,21A,21A
2106,建大,201703  ,M2100,M2100,21A,21A
2038,海光,201703  ,M2000,M2000,20A,20A2
2049,上銀,201703  ,M1500,M1500,15A,15A2
2059,川湖,201703  ,M2300,M2328,20B,20B
2034,允強,201703  ,M2000,M2000,20A,20A7
2062,橋椿,201703  ,M9900,M9900,99B,99B
2208,台船,201703  ,M2600,M2600,22B,22B1
2227,裕日車,201703  ,M2200,M2200,22X,22X
2233,宇隆,201703  ,M1500,M1500,15D,15D
2236,百達-KY,201703  ,M1500,M1500,15D,15D
2243,宏旭-KY,201703  ,M1500,M1500,15D,15D
2316,楠梓電,201703  ,M2300,M2328,23B,23B2D
2301,光寶科,201703  ,M2300,M2325,23C,23C3
2206,三陽工業,201703  ,M2200,M2200,22A,22A
2302,麗正,201703  ,M2300,M2324,23D,23D1
2305,全友,201703  ,M2300,M2325,23C,23C2
2069,運錩,201703  ,M2000,M2000,20A,20A6
2101,南港,201703  ,M2100,M2100,21A,21A
2102,泰豐,201703  ,M2100,M2100,21A,21A
2103,台橡,201703  ,M2100,M2100,21C,21C
2207,和泰車,201703  ,M2200,M2200,22X,22X
2308,台達電,201703  ,M2300,M2328,23D,23D3
2312,金寶,201703  ,M2300,M2331,23E,23E1
2313,華通,201703  ,M2300,M2328,23B,23B2D
2314,台揚,201703  ,M2300,M2327,23K,23K2
2239,英利-KY,201703  ,M2200,M2200,15D,15D
2107,厚生,201703  ,M2100,M2100,21B,21B2
2108,南帝,201703  ,M2100,M2100,21C,21C
2109,華豐,201703  ,M2100,M2100,21A,21A
2114,鑫永銓,201703  ,M2100,M2100,21B,21B1
2115,六暉-KY,201703  ,N.A.,N.A.,N.A.,N.A.
2201,裕隆,201703  ,M2200,M2200,22A,22A
2204,中華,201703  ,M2200,M2200,22A,22A
2228,劍麟,201703  ,M1500,M1500,15D,15D
2231,為升,201703  ,M1500,M1500,15D,15D
2303,聯電,201703  ,M2300,M2324,23G,23G1A
2317,鴻海,201703  ,M2300,M2331,23A,23A1
2321,東訊,201703  ,M2300,M2327,23E,23E1
2323,中環,201703  ,M2300,M2326,23C,23C4A
2324,仁寶,201703  ,M2300,M2325,23A,23A2
2327,國巨,201703  ,M2300,M2328,23D,23D5
2328,廣宇,201703  ,M2300,M2328,23D,23D2
2329,華泰,201703  ,M2300,M2324,23G,23G2
2330,台積電,201703  ,M2300,M2324,23G,23G1A
2338,光罩,201703  ,M2300,M2324,23G,23G6
2340,光磊,201703  ,M2300,M2326,23C,23C6B
2342,茂矽,201703  ,M2300,M2324,23G,23G1A
2357,華碩,201703  ,M2300,M2325,23A,23A3
2365,昆盈,201703  ,M2300,M2325,23C,23C3
2331,精英,201703  ,M2300,M2325,23B,23B1
2332,友訊,201703  ,M2300,M2327,23E,23E2
2337,旺宏,201703  ,M2300,M2324,23G,23G1B
2367,燿華,201703  ,M2300,M2328,23B,23B2D
2368,金像電,201703  ,M2300,M2328,23B,23B2D
2344,華邦電,201703  ,M2300,M2324,23G,23G1B
2345,智邦,201703  ,M2300,M2327,23E,23E2
2347,聯強,201703  ,M2300,M2329,23T,23T1
2348,海悅,201703  ,M9900,M9900,25A,25A
2349,錸德,201703  ,M2300,M2326,23C,23C4A
2351,順德,201703  ,M2300,M2324,23G,23G4
2352,佳世達,201703  ,M2300,M2325,23C,23C1
2353,宏碁,201703  ,M2300,M2325,23A,23A3
2354,鴻準,201703  ,M2300,M2331,23D,23D4
2355,敬鵬,201703  ,M2300,M2328,23B,23B2D
2356,英業達,201703  ,M2300,M2325,23A,23A2
2371,大同,201703  ,M1500,M1500,15B,15B1
2358,廷鑫,201703  ,N.A.,N.A.,N.A.,N.A.
2359,所羅門,201703  ,M2300,M2331,23T,23T2
2360,致茂,201703  ,M2300,M2331,23H,23H2
2362,藍天,201703  ,M2300,M2325,23A,23A2
2363,矽統,201703  ,M2300,M2324,23G,23G5
2364,倫飛,201703  ,M2300,M2325,23A,23A2
2373,震旦行,201703  ,M2300,M2331,23T,23T1
2374,佳能,201703  ,M2300,M2326,23U,23U1
2375,凱美,201703  ,M2300,M2328,23D,23D5
2376,技嘉,201703  ,M2300,M2325,23B,23B1
2369,菱生,201703  ,M2300,M2324,23G,23G2
2399,映泰,201703  ,M2300,M2325,23B,23B1
2401,凌陽,201703  ,M2300,M2324,23G,23G5
2412,中華電,201703  ,M2300,M2327,23K,23K3
2413,環科,201703  ,M2300,M2328,23D,23D3
2414,精技,201703  ,M2300,M2329,23T,23T1
2377,微星,201703  ,M2300,M2325,23B,23B1
2379,瑞昱,201703  ,M2300,M2324,23G,23G5
2380,虹光,201703  ,M2300,M2325,23C,23C2
2387,精元,201703  ,M2300,M2325,23C,23C3
2388,威盛,201703  ,M2300,M2324,23G,23G5
2390,云辰,201703  ,M2300,M2331,23C,23C9
2397,友通,201703  ,M2300,M2325,23B,23B5B
2417,圓剛,201703  ,M2300,M2325,23B,23B4B
2419,仲琦,201703  ,M2300,M2327,23E,23E1
2402,毅嘉,201703  ,M2300,M2328,23B,23B2C
2404,漢唐,201703  ,M2300,M2331,23H,23H1
